SID,Total.Score,View.Count,pwritten,time,opt_in
919745236,102.5,5,0.754166667,2,0
920041576,139.5,0,1.045833333,2,1
918306281,97.5,0,0.7125,2,0
916473734,68.5,0,0.504166667,2,0
919570760,107.5,1,0.8125,2,1
919520846,141.25,3,1.077083333,2,1
918216504,136.5,1,1.0375,2,#N/A
918061937,140,0,1.066666667,2,1
920802540,128,0,0.966666667,2,0
919141513,139.25,0,1.060416667,2,0
920592504,122.75,1,0.922916667,2,#N/A
917985726,144.25,1,1.085416667,2,0
919802470,102.5,0,0.754166667,2,0
920042229,122,0,0.9,2,1
918726780,112.25,1,0.835416667,2,1
920766615,142,1,1.066666667,2,1
920777060,143,7,1.075,2,1
919278033,141.25,0,1.077083333,2,0
921013626,114.5,0,0.870833333,2,#N/A
918612056,114.5,0,0.8375,2,0
920978924,140.75,1,1.05625,2,0
920003983,123.5,1,0.945833333,2,0
921314639,137,3,1.025,2,1
919230013,136.25,0,1.01875,2,1
918841791,106.25,0,0.76875,2,1
919739116,98,1,0.733333333,2,1
920775172,135.75,4,1.03125,2,1
918129510,115.5,0,0.8625,2,0
919495159,106,0,0.8,2,1
920545603,117,4,0.858333333,2,1
919602324,142,1,1.066666667,2,1
919812237,121.75,0,0.93125,2,#N/A
918717799,121,0,0.891666667,2,0
920049086,145.25,1,1.09375,2,0
921476739,115,3,0.858333333,2,1
918772653,143.25,0,1.077083333,2,#N/A
919358047,113.25,1,0.84375,2,1
921341534,103.5,0,0.779166667,2,0
919151228,128.5,0,0.970833333,2,0
920985496,136.5,1,1.020833333,2,1
918570583,95.75,0,0.68125,2,0
918634995,132.25,2,1.002083333,2,0
920076059,64,3,0.466666667,2,1
919971291,142.75,1,1.072916667,2,0
919926411,55,0,0.391666667,2,0
920602818,132.75,0,1.00625,2,1
921117454,127,0,0.941666667,2,1
920771613,85.5,0,0.679166667,2,1
918525525,139.75,1,1.047916667,2,1
917452110,141.25,0,1.060416667,2,0
920852930,101.5,1,0.745833333,2,1
917065921,121.75,1,0.897916667,2,0
919722259,90.75,1,0.65625,2,1
921490977,128,0,0.966666667,2,0
919988365,119,1,0.891666667,2,1
919544110,130.25,3,0.96875,2,1
919706903,99.5,1,0.7125,2,#N/A
920505782,122,8,0.916666667,2,1
916932291,144.5,1,1.0875,2,#N/A
920780219,114.5,1,0.8375,2,0
920462197,134.75,0,1.00625,2,0
920077401,110.5,0,0.804166667,2,0
920495805,108.5,0,0.804166667,2,0
920181258,117.5,0,0.879166667,2,1
918614520,137,4,1.041666667,2,0
920829963,103,0,0.775,2,0
919246418,111.75,2,0.83125,2,0
919832301,145.25,1,1.09375,2,0
917987070,145.75,2,1.097916667,2,0
919664113,89,0,0.675,2,1
918752835,124.5,1,0.920833333,2,1
919295087,124.25,1,0.91875,2,1
918479587,125.75,3,0.964583333,2,1
918805805,107.75,0,0.797916667,2,0
921205214,119.75,1,0.897916667,2,0
919864667,62.5,0,0.454166667,2,1
919223266,142,2,1.083333333,2,#N/A
919928969,120.25,1,0.902083333,2,#N/A
918467557,129.25,0,0.960416667,2,#N/A
918333241,143.25,1,1.077083333,2,0
919860519,123,7,0.908333333,2,1
918588300,91.5,0,0.695833333,2,0
919396119,86.5,2,0.6375,2,0
918578190,136,0,1.016666667,2,0
921096656,115.75,3,0.847916667,2,0
919712256,128.25,1,0.96875,2,0
921187471,106.5,1,0.804166667,2,0
919254565,86.75,0,0.639583333,2,#N/A
918609661,123.75,0,0.93125,2,1
919973286,127,0,0.941666667,2,#N/A
921390556,121,0,0.908333333,2,0
920482850,135.25,3,1.010416667,2,1
919180192,81.75,0,0.58125,2,0
919286449,76.5,0,0.5875,2,#N/A
919914818,121,0,0.891666667,2,0
920436534,144,2,1.083333333,2,1
918471718,138,1,1.05,2,1
919332652,120.75,3,0.90625,2,1
920506710,138.25,1,1.035416667,2,0
919651809,105.5,1,0.779166667,2,1
920878008,139,3,1.041666667,2,0
918631383,131.25,3,0.99375,2,0
920648021,143.5,4,1.079166667,2,#N/A
918218890,126.75,1,0.95625,2,1
920734032,115.5,1,0.879166667,2,0
919380662,128.25,0,0.96875,2,0
921034838,138,1,1.083333333,2,1
919330780,141.25,2,1.060416667,2,0
921241692,117.5,1,0.879166667,2,0
916556606,97.25,0,0.710416667,2,0
920831825,134,0,1,2,0
919525951,131.25,1,0.99375,2,0
919705946,108,1,0.783333333,2,1
919494736,139,2,1.058333333,2,0
920477865,124,0,0.95,2,#N/A
920641471,129.25,3,0.99375,2,1
919565597,131,1,0.975,2,0
918678702,112.5,0,0.820833333,2,1
920023549,98,0,0.733333333,2,0
919348167,120.75,1,0.889583333,2,1
918328780,134,2,1.016666667,2,0
920773417,81,2,0.608333333,2,1
920914441,132.75,2,0.989583333,2,0
920758212,138.25,1,1.035416667,2,1
919380086,112.25,0,0.86875,2,1
918210092,126,1,0.933333333,2,1
919211304,119.5,2,0.895833333,2,1
919578937,124.5,2,0.920833333,2,1
919734593,128,0,0.966666667,2,0
919903874,61.5,0,0.429166667,2,1
920896983,125.75,0,0.93125,2,1
920617353,74.25,0,0.535416667,2,1
920952225,75,0,0.508333333,2,0
920798641,93,1,0.691666667,2,0
920053373,113,1,0.841666667,2,1
920512814,103,7,0.791666667,2,1
920919569,70.25,2,0.502083333,2,#N/A
920517110,101.5,3,0.745833333,2,1
920984293,82.5,0,0.5875,2,0
919349551,139.5,1,1.045833333,2,1
918306715,145,1,1.091666667,2,0
920041136,116.5,0,0.8875,2,0
920562767,127,3,0.958333333,2,1
920487376,138.25,1,1.06875,2,0
918769048,109.75,2,0.797916667,2,0
919454996,112.5,2,0.8375,2,0
919340767,111.5,1,0.829166667,2,#N/A
919794151,110.5,0,0.804166667,2,1
919245338,124.5,1,0.920833333,2,1
919715994,121.25,2,0.910416667,2,0
920031094,114.25,0,0.86875,2,0
921220846,130,2,0.966666667,2,1
921066534,108.75,1,0.80625,2,0
921206611,126.75,0,0.939583333,2,0
919355121,139.5,0,1.045833333,2,#N/A
920786200,79.5,0,0.595833333,2,0
919881417,67.25,0,0.477083333,2,0
919595813,101.25,2,0.710416667,3,1
918641454,80.25,1,0.56875,3,1
920919569,99.5,4,0.729166667,3,#N/A
919230013,136,5,1,3,1
920003983,91.5,2,0.6625,3,0
920677034,119,0,0.858333333,3,0
920795518,141.75,6,1.064583333,3,#N/A
919903874,74.25,0,0.535416667,3,1
918460949,137,3,1.025,3,1
920834961,137.25,3,1.010416667,3,0
920661066,145.75,3,1.064583333,3,1
921033127,79.75,2,0.53125,3,1
918306715,145.5,2,1.045833333,3,0
919551925,120,3,0.916666667,3,1
918530662,120,2,0.883333333,3,1
920487376,129.75,1,0.997916667,3,0
919791426,129,0,0.941666667,3,#N/A
918769048,121.25,4,0.89375,3,0
921138679,140.5,1,1.0375,3,1
921341534,94.75,3,0.672916667,3,0
919794151,115,3,0.858333333,3,1
919692871,124.75,4,0.939583333,3,1
921327419,145,2,1.041666667,3,0
918770231,117.5,0,0.829166667,3,0
919914232,114.75,2,0.872916667,3,0
919278596,127,1,0.958333333,3,1
919355121,140.25,0,1.01875,3,#N/A
921206611,119,1,0.875,3,0
921437600,98.25,3,0.735416667,3,1
920482850,137,4,0.991666667,3,1
918824970,127.25,2,0.960416667,3,1
918237525,121,4,0.908333333,3,#N/A
919914818,114.5,1,0.8375,3,0
918680305,126.75,3,0.95625,3,0
919590436,131,8,0.958333333,3,1
921390556,111.25,0,0.827083333,3,0
918631383,120,1,0.883333333,3,0
918218890,98.25,6,0.71875,3,1
919951839,102,2,0.75,3,1
921066877,112.75,2,0.822916667,3,0
919560149,131.5,2,0.9625,3,0
919986590,104.5,0,0.7875,3,1
920656013,122,3,0.9,3,1
920751552,119.75,2,0.897916667,3,1
918578190,137.75,1,1.014583333,3,0
918550338,126,1,0.966666667,3,0
918588300,99.25,1,0.69375,3,0
919711558,137,4,1.025,3,1
920654028,141.5,3,1.0625,3,0
916561057,114.5,2,0.8375,3,1
918509156,120.75,1,0.90625,3,1
918193355,110.25,0,0.802083333,3,0
920522338,136.25,4,1.035416667,3,#N/A
919743843,69.5,1,0.495833333,3,1
921395182,105.75,0,0.764583333,3,0
920734032,126,1,0.933333333,3,0
919141513,107.25,0,0.74375,3,0
918678702,121.75,9,0.88125,3,1
919283989,79,1,0.608333333,3,#N/A
919987023,115.25,2,0.827083333,3,0
921361527,132.75,1,0.989583333,3,#N/A
920626001,106.25,5,0.76875,3,1
920914441,130.25,1,0.96875,3,0
920773417,106,2,0.783333333,3,1
919380086,123.75,1,0.93125,3,1
919809499,140,5,1.033333333,3,1
920029789,141.25,12,1.027083333,3,#N/A
919542934,130,5,0.933333333,3,1
918436504,106,0,0.783333333,3,#N/A
920014105,125.5,3,0.929166667,3,#N/A
921504261,110.75,1,0.80625,3,0
920967469,126,2,0.916666667,3,0
920495805,114.5,0,0.804166667,3,0
920674639,130.75,5,0.939583333,3,1
919813414,118.75,2,0.85625,3,0
920462197,130.25,0,0.985416667,3,0
917214277,132,1,0.983333333,3,#N/A
920916669,130.75,5,0.95625,3,1
918614520,136.5,6,1.004166667,3,0
920893656,120.75,0,0.889583333,3,0
919859520,84,0,0.6,3,0
921361129,131,2,0.975,3,1
921125860,136.25,1,1.01875,3,1
920887442,135,2,0.958333333,3,0
919361571,89.75,4,0.697916667,3,1
918054805,120.25,2,0.885416667,3,1
917362242,108.5,1,0.820833333,3,0
919494736,130.5,1,0.970833333,3,0
920140493,47,1,0.308333333,3,0
918525347,134.5,3,1.004166667,3,0
921000655,124.75,5,0.922916667,3,1
918752835,101.75,2,0.764583333,3,1
919295087,106.75,2,0.75625,3,1
918572947,118.75,1,0.872916667,3,1
918523200,109.25,1,0.827083333,3,0
920958135,143.25,7,1.060416667,3,1
921269629,98,3,0.733333333,3,0
921328243,139.5,3,1.029166667,3,#N/A
920758351,138.75,3,1.00625,3,0
921438764,118.5,6,0.870833333,3,1
920112191,114,3,0.85,3,1
919329539,135.75,6,1.014583333,3,1
915331327,92,0,0.666666667,3,#N/A
920062843,118,1,0.85,3,0
919282184,112.5,2,0.820833333,3,1
921315269,123,7,0.925,3,1
919986082,141,3,1.025,3,1
918014638,118.75,6,0.872916667,3,1
919928969,128.75,0,0.922916667,3,#N/A
919246641,142,1,1.033333333,3,0
921165862,142.75,5,1.039583333,3,1
921187471,107.5,0,0.779166667,3,0
919200742,132.25,3,0.96875,3,#N/A
920693704,127.5,1,0.895833333,3,1
915435469,106,1,0.783333333,3,0
918546601,136,0,0.983333333,3,1
918752987,114.5,0,0.8375,3,1
920041576,128.75,2,0.939583333,3,1
920566462,116.5,8,0.854166667,3,1
920831825,130.25,1,0.952083333,3,0
919245532,98.25,5,0.702083333,3,1
916556606,134.5,0,0.9875,3,0
919570760,131.5,7,0.979166667,3,1
921094205,144.25,3,1.035416667,3,0
919525951,133.75,1,0.964583333,3,0
920477865,130.5,0,0.954166667,3,#N/A
921029953,100.5,0,0.7375,3,1
919596375,87.25,0,0.577083333,3,1
918328780,146.75,4,1.072916667,3,0
920728572,139.75,5,1.03125,3,1
919348167,127,4,0.908333333,3,1
919661873,126.25,0,0.91875,3,#N/A
920592504,91,1,0.658333333,3,#N/A
919770609,91.25,5,0.69375,3,1
920475469,132.5,6,0.970833333,3,#N/A
919942877,132.75,0,0.972916667,3,#N/A
920042229,119,4,0.891666667,3,1
921013626,107.75,0,0.78125,3,#N/A
918583017,142.5,1,1.0375,3,1
919802470,134,0,0.983333333,3,0
920502196,131.75,0,0.964583333,3,0
921392813,136.5,2,0.9875,3,1
920617353,84.625,2,0.638541667,3,1
920517110,128,3,0.933333333,3,1
918281005,137.625,1,0.996875,3,0
919490633,135.25,4,0.960416667,3,1
920512814,120.75,9,0.922916667,3,1
920053373,138.25,1,1.035416667,3,1
920978924,144.25,1,1.035416667,3,0
918166793,83.75,0,0.597916667,3,0
918203290,131.5,3,0.9625,3,1
921157935,105.75,0,0.747916667,3,0
916873842,106,2,0.8,3,0
920101885,110.25,2,0.802083333,3,0
919739116,114,3,0.816666667,3,1
920798641,110,1,0.8,3,0
920896983,119.75,6,0.847916667,3,1
920727285,138.5,6,1.020833333,3,1
919609314,118,3,0.866666667,3,0
918570583,117,0,0.875,3,0
919454996,103,1,0.741666667,3,0
920447044,147,4,1.058333333,3,0
920665936,134.25,2,1.002083333,3,0
920602818,143.25,5,1.04375,3,1
918318295,122.5,6,0.904166667,3,#N/A
920076059,117.25,5,0.877083333,3,1
919445141,127.25,0,0.927083333,3,#N/A
918453477,125.5,1,0.9125,3,1
919958874,118,1,0.85,3,0
917474059,131.5,1,0.979166667,3,0
918193928,129.5,6,0.9125,3,#N/A
918803315,111.25,0,0.777083333,3,1
919335387,111.5,0,0.8125,3,#N/A
921490977,137.75,0,1.014583333,3,0
919528990,134.25,7,0.985416667,3,1
919988365,91.75,4,0.647916667,3,1
919544110,141,6,1.025,3,1
917527498,129.5,0,0.979166667,3,0
920035003,84.25,1,0.61875,3,#N/A
919023259,130.75,2,0.95625,3,0
919706903,107,0,0.791666667,3,#N/A
919415469,112,0,0.816666667,3,#N/A
920077401,123.25,0,0.877083333,3,0
918326724,88.5,0,0.604166667,3,0
921316857,134.5,1,0.9875,3,1
917420294,136.25,0,0.96875,3,0
918106892,115,4,0.841666667,3,1
919385654,129.25,2,0.94375,3,1
921326070,130.75,3,0.939583333,3,0
919246418,76.25,3,0.535416667,3,0
918738516,109.25,0,0.760416667,3,#N/A
919180464,129.5,2,0.945833333,3,1
919452312,85.25,0,0.59375,3,0
918638108,71.25,7,0.527083333,3,1
921256292,102,3,0.783333333,3,#N/A
919864667,82,1,0.6,3,1
921205214,123.5,4,0.8625,3,0
921235174,118.25,1,0.852083333,3,1
920929339,129.25,1,0.960416667,3,0
919332652,129.25,6,0.927083333,3,1
918147097,133.75,0,0.98125,3,1
919337291,127,0,0.925,3,0
919942880,135,3,0.991666667,3,0
918166667,131.25,3,0.927083333,3,1
919938865,121,2,0.858333333,3,1
920896103,130.75,0,0.95625,3,0
920648021,143.25,5,1.04375,3,#N/A
918319773,143.25,4,1.027083333,3,1
921220846,145,7,1.041666667,3,1
919688636,132.5,3,0.970833333,3,1
918841791,107.75,2,0.797916667,3,1
920890235,149.5,4,1.079166667,3,0
921049593,132.5,1,0.954166667,3,0
920775172,119,3,0.891666667,3,1
919812237,122,0,0.9,3,#N/A
918245847,99,1,0.708333333,3,#N/A
919757415,118.5,0,0.8375,3,#N/A
919602324,123.5,3,0.879166667,3,1
919495159,109.5,1,0.779166667,3,1
921374682,133,4,0.941666667,3,0
920563892,131.75,6,0.93125,3,1
919602285,118.75,4,0.889583333,3,1
920661600,117.5,11,0.879166667,3,1
918717799,116.5,2,0.8375,3,0
919715994,81.75,1,0.564583333,3,0
919874372,122,1,0.85,3,#N/A
919245338,119.75,5,0.88125,3,1
920031094,103.75,0,0.764583333,3,0
919340767,126.25,3,0.935416667,3,#N/A
919544136,130.25,3,0.985416667,3,0
921066534,109.25,1,0.810416667,3,0
921000435,142.5,1,1.0375,3,0
918525525,122.75,1,0.90625,3,1
920852930,133.5,3,0.979166667,3,1
921393838,133,2,0.975,3,0
920486940,125,0,0.891666667,3,0
918030418,120.5,0,0.904166667,3,#N/A
919496336,84.5,2,0.620833333,3,#N/A
919573149,121.5,0,0.8625,3,#N/A
920475430,121.5,4,0.879166667,3,1
919426270,139.5,3,1.029166667,3,0
918176974,132.5,2,0.9375,3,1
918166353,134.75,0,0.972916667,3,0
919176627,112.75,0,0.85625,3,1
917069862,123.75,3,0.897916667,3,1
921341848,114.25,0,0.785416667,3,#N/A
920829963,118.5,0,0.870833333,3,0
919725418,129.5,0,0.945833333,3,0
916932291,137,0,0.975,3,#N/A
920848753,129,3,0.908333333,3,#N/A
920505782,136.75,11,0.989583333,3,1
921177261,135.5,3,1.0125,3,1
920985043,106,0,0.783333333,3,0
920780219,107.25,0,0.777083333,3,0
918656012,94.5,3,0.6875,3,#N/A
920858390,110,2,0.783333333,3,0
918888411,136.5,1,0.9875,3,0
920085752,138.5,1,1.004166667,3,0
919530917,124.75,1,0.939583333,3,0
917029022,135.25,5,1.010416667,3,1
917441354,100,1,0.7,3,1
919180192,91.25,0,0.64375,3,0
920436534,132,3,0.983333333,3,1
918471718,137,1,1.008333333,3,1
920506710,143.25,1,1.027083333,3,0
919396643,135.75,2,0.964583333,3,0
919169883,142.5,1,1.020833333,3,0
920878008,146.25,0,1.06875,3,0
918456694,108.75,1,0.772916667,3,0
920488993,109.5,1,0.7625,3,0
918333241,138.25,3,0.985416667,3,0
920803785,131.25,0,0.960416667,3,#N/A
921492506,121.5,2,0.8625,3,0
919195459,130,3,0.916666667,3,1
919396119,108.5,4,0.7875,3,0
919860519,124,5,0.9,3,1
921123901,132.5,3,0.970833333,3,1
918144472,134.75,0,0.989583333,3,0
919598360,142.5,3,1.0375,3,1
919745236,117,2,0.891666667,3,0
918609661,124.25,3,0.902083333,3,1
921252173,130.25,1,0.96875,3,0
918306281,132,1,0.95,3,0
918126759,127.75,3,0.914583333,3,#N/A
919330780,138.75,5,1.022916667,3,0
918845917,136.5,1,1.004166667,3,0
920544484,122,8,0.866666667,3,1
920521889,141.25,2,1.010416667,3,1
918216504,136.5,1,0.9875,3,#N/A
920816251,131,2,0.941666667,3,0
920646094,136.25,2,1.002083333,3,1
920802540,104.75,1,0.75625,3,0
917288643,122.5,0,0.8875,3,#N/A
919787061,137,4,0.991666667,3,1
918061937,137.75,2,0.98125,3,1
919565597,137.75,0,0.997916667,3,0
918131003,132.25,4,0.985416667,3,1
920758212,142.25,3,1.01875,3,1
918444761,109.5,0,0.779166667,3,#N/A
921485830,119.25,0,0.877083333,3,0
917986822,102.75,0,0.772916667,3,0
919734593,125,0,0.908333333,3,0
919578937,136.75,3,0.989583333,3,1
920766615,139.5,5,0.995833333,3,1
919722259,118.75,2,0.872916667,3,1
919211304,138.75,6,1.022916667,3,1
919278033,123.75,0,0.88125,3,0
920529409,137,4,0.975,3,0
919349551,116.5,3,0.804166667,3,1
916063005,97.5,2,0.7125,3,1
918802303,91.5,2,0.6625,3,1
919716391,145,3,1.041666667,3,1
921185745,131.25,2,0.977083333,3,1
920435894,134,4,0.983333333,3,1
920076868,114.75,1,0.839583333,3,0
917337099,132,2,0.933333333,3,1
918318790,131.75,0,0.947916667,3,0
919337563,122.5,0,0.8875,3,0
919153488,149,3,1.075,3,0
920181258,136,2,1,3,1
921380320,131.75,2,0.947916667,3,1
920524873,136.5,8,0.9875,3,1
917065921,127,1,0.941666667,3,0
919699573,149,0,1.075,3,1
919410574,136.75,6,1.00625,3,1
918722483,133.75,5,0.98125,3,1
919832301,141.75,1,1.03125,3,0
921205696,142.75,1,1.039583333,3,0
917987070,148.5,0,1.070833333,3,0
919664113,97.25,2,0.69375,3,1
918479587,128.25,6,0.935416667,3,1
918805805,92.5,1,0.654166667,3,0
919194104,82.5,4,0.604166667,3,1
918533669,130.25,1,0.952083333,3,1
918090131,113,0,0.791666667,3,#N/A
919223266,137.75,1,0.997916667,3,#N/A
919151655,120.5,0,0.870833333,3,0
919286449,112.5,0,0.820833333,3,#N/A
920901289,126,0,0.883333333,3,0
920777060,139,9,1.058333333,3,1
921072832,140,5,1,3,#N/A
918612056,132,0,0.933333333,3,0
921314639,142.5,8,1.020833333,3,1
918817275,118,0,0.85,3,1
920073243,134.5,1,0.9875,3,0
919976364,143,1,1.041666667,3,1
920984293,122,0,0.9,3,0
920952225,114,0,0.816666667,3,0
918187756,118,0,0.833333333,3,0
918129510,100,0,0.733333333,3,0
920545603,130.5,4,0.970833333,3,1
920041136,128,2,0.9,3,0
919214738,142.5,1,1.020833333,3,0
919359509,104.5,0,0.7375,3,0
920639205,132.75,4,0.95625,3,1
920562767,135.5,1,0.9625,3,1
920154214,133.5,1,0.945833333,3,0
920049086,129,2,0.941666667,3,0
918772653,125.5,5,0.9125,3,#N/A
919358047,132,2,0.983333333,3,1
921476739,114.25,3,0.885416667,3,1
919330094,128,2,0.916666667,3,1
919151228,130.5,0,0.9375,3,0
920985496,141.75,5,1.03125,3,1
918275626,87.5,0,0.6125,3,0
919971291,136.5,1,0.970833333,3,0
919793974,144.25,1,1.035416667,3,0
919926411,103.5,0,0.729166667,3,0
918634995,139.25,4,1.027083333,3,0
921117454,118,4,0.833333333,3,1
918767037,140,3,1,3,1
917452110,138.75,1,0.989583333,3,0
919881417,110.25,1,0.752083333,3,0
920786200,98,0,0.683333333,3,0
920771613,82.25,4,0.552083333,3,1
919499142,148.5,3,1.070833333,3,1
918552365,128.25,3,0.935416667,3,1
916855734,132.75,7,0.95625,3,1
919948172,103.75,0,0.714583333,3,0
920758814,137.75,4,1.014583333,3,1
920611003,108.5,5,0.7375,3,1
919651809,95,3,0.708333333,3,1
918552103,136.5,1,1.004166667,3,1
918687528,126,2,0.883333333,3,1
919668999,69.5,0,0.4625,3,#N/A
921096656,123.5,2,0.9125,3,0
919712256,125,0,0.891666667,3,0
921058432,126.25,6,0.902083333,3,0
921168791,141,0,1.008333333,3,1
919049974,115.25,0,0.84375,3,#N/A
920577927,146.75,2,1.05625,3,0
919905432,124.5,6,0.8875,3,1
918333429,131.75,9,0.947916667,3,1
918467557,128.75,0,0.922916667,3,#N/A
921241692,137.5,1,0.979166667,3,0
919296484,129.75,1,0.914583333,3,#N/A
919973286,132.5,3,0.9375,3,#N/A
921345608,117.5,3,0.8125,3,0
919625589,83,0,0.608333333,3,#N/A
919796366,75,1,0.491666667,3,0
919520846,147,7,1.058333333,3,1
919380662,124.25,0,0.885416667,3,0
921034838,144.25,2,1.035416667,3,1
919356890,144.75,6,1.039583333,3,1
920641471,124.25,3,0.86875,3,1
916070386,130.25,1,0.96875,3,#N/A
919408081,126.5,3,0.904166667,3,0
921399311,99.25,0,0.727083333,3,0
919503889,144,4,1.033333333,3,0
918569552,135,4,0.958333333,3,#N/A
917985726,136.25,2,1.002083333,3,0
920649075,125,0,0.908333333,3,0
918726780,128.5,2,0.920833333,3,1
919750807,143,0,1.041666667,3,#N/A
919623138,134.25,2,1.002083333,3,#N/A
919386022,118.5,11,0.8375,3,#N/A
919881239,118,3,0.866666667,3,0
919667178,114.75,2,0.80625,3,1
920482533,83,3,0.608333333,3,1
916748430,136.25,0,0.96875,3,0
919684805,143.5,0,1.045833333,3,#N/A
920656424,146.5,2,1.054166667,3,1
920916630,120.5,1,0.8875,3,0
919173934,137,2,0.991666667,3,1
919385463,141.5,10,1.029166667,3,1
920489617,128,2,0.95,3,1
921180177,142.25,6,1.01875,3,1
915836301,124,3,0.883333333,3,#N/A
918682112,137.75,6,0.98125,3,#N/A
920179147,136,2,0.983333333,3,1
NA,19.25,0,0.160416667,3,#N/A
921393838,127.5,1,0.75,4,0
919570760,130.25,1,0.702083333,4,1
920563892,135,1,0.725,4,1
920878008,128.5,3,0.720833333,4,0
917474059,124,0,0.716666667,4,0
920592504,77,1,0.4625,4,#N/A
918030418,126.75,0,0.722916667,4,#N/A
919988365,95,3,0.5,4,1
919544110,146,1,0.8,4,1
919706903,97.5,1,0.5,4,#N/A
920014105,130,2,0.708333333,4,#N/A
921072832,143,1,0.8,4,#N/A
921504261,127.25,0,0.710416667,4,0
920495805,112,0,0.533333333,4,0
921341848,78.5,0,0.445833333,4,#N/A
917214277,142.5,1,0.808333333,4,#N/A
920674639,149.25,2,0.827083333,4,1
920985043,85.5,0,0.529166667,4,0
920524873,136,2,0.775,4,1
918106892,108.5,0,0.6375,4,1
920887442,141.5,2,0.766666667,4,0
919385654,133.5,0,0.7875,4,1
918656012,109,0,0.55,4,#N/A
921000655,127.5,5,0.745833333,4,1
919832301,134,1,0.7,4,0
918738516,87.5,0,0.4625,4,#N/A
917987070,145,2,0.791666667,4,0
918572947,145,1,0.808333333,4,1
921256292,98.75,7,0.51875,4,#N/A
921328243,141.5,1,0.7625,4,#N/A
919864667,86,0,0.508333333,4,1
921438764,137,1,0.783333333,4,1
921235174,124,0,0.633333333,4,1
920929339,143.5,2,0.808333333,4,0
918552365,128,0,0.733333333,4,1
919180192,97,0,0.525,4,0
919499142,128,3,0.75,4,1
918166667,142.5,1,0.8,4,1
918824970,136,0,0.816666667,4,1
918680305,119.5,3,0.633333333,4,0
919948172,84.5,0,0.533333333,4,0
920611003,115.5,0,0.670833333,4,1
921492506,128,1,0.691666667,4,0
919986590,116.75,3,0.597916667,4,1
918687528,124.25,0,0.68125,4,1
919282184,79,3,0.470833333,4,1
919928969,118,0,0.7,4,#N/A
921096656,132,4,0.758333333,4,0
918752987,96,0,0.525,4,1
915435469,101,0,0.591666667,4,0
918546601,124.5,0,0.7125,4,1
919905432,113.5,2,0.641666667,4,1
921168791,148,1,0.833333333,4,1
919049974,110.5,2,0.6,4,#N/A
918333429,134.5,12,0.7625,4,1
918467557,141.5,0,0.7875,4,#N/A
921252173,105,1,0.566666667,4,0
921058432,128,2,0.695833333,4,0
919245532,64,0,0.333333333,4,1
916873842,112,0,0.725,4,0
919743843,119.5,0,0.6375,4,1
920816251,119.25,2,0.677083333,4,0
921395182,72,0,0.416666667,4,0
918061937,121,5,0.629166667,4,1
919525951,136,0,0.745833333,4,0
921094205,138.5,1,0.754166667,4,0
919565597,137.5,0,0.754166667,4,0
916070386,102.25,0,0.558333333,4,#N/A
920023549,127,2,0.691666667,4,0
919283989,88.5,2,0.45,4,#N/A
919408081,143,1,0.791666667,4,0
917986822,108.75,0,0.625,4,0
919508059,143,0,0.8125,4,1
918210092,127.25,1,0.716666667,4,1
920042229,134,0,0.725,4,1
918583017,141.75,2,0.775,4,1
921013626,92.5,1,0.483333333,4,#N/A
919722259,106.5,0,0.583333333,4,1
918641454,125.5,0,0.720833333,4,1
919734593,114.25,0,0.597916667,4,0
919230013,139.5,2,0.808333333,4,1
919490633,138.5,1,0.775,4,1
919688636,134,2,0.758333333,4,1
920073243,114.25,0,0.61875,4,0
920798641,114,4,0.633333333,4,0
920795518,127.5,5,0.708333333,4,#N/A
917076978,133,0,0.716666667,4,#N/A
918245847,85,0,0.625,4,#N/A
919602324,143.5,1,0.795833333,4,1
919214738,134.75,2,0.73125,4,0
919495159,115,2,0.666666667,4,1
920154214,138.75,0,0.76875,4,0
919358047,105,6,0.633333333,4,1
921476739,81,4,0.458333333,4,1
921341534,116,0,0.666666667,4,0
919151228,131.5,2,0.733333333,4,0
920985496,142.5,1,0.816666667,4,1
919454996,105.5,0,0.604166667,4,0
919544136,112.5,1,0.675,4,0
918453477,120.75,2,0.758333333,4,1
920852930,133.25,2,0.7375,4,1
919958874,85.5,1,0.458333333,4,0
917452110,128.5,3,0.745833333,4,0
919278596,136,1,0.783333333,4,1
921000435,143.75,0,0.80625,4,0
920648021,144,2,0.795833333,4,#N/A
919396643,148,2,0.816666667,4,0
918456694,132.5,1,0.739583333,4,0
919951839,102.75,2,0.64375,4,1
919918429,133.5,0,0.741666667,4,#N/A
919986082,135.25,1,0.79375,4,1
918014638,123,0,0.766666667,4,1
920656013,133.5,1,0.720833333,4,1
920751552,136.25,2,0.7875,4,1
919396119,121.25,1,0.7125,4,0
918550338,107,1,0.641666667,4,0
920654028,142.75,2,0.816666667,4,0
919200742,127,1,0.666666667,4,#N/A
920693704,131.75,0,0.73125,4,1
921187471,118,0,0.675,4,0
919796366,91,0,0.5,4,0
918306281,127.75,0,0.7,4,0
919296484,134.25,0,0.74375,4,#N/A
919625589,72.5,1,0.354166667,4,#N/A
916556606,117.5,0,0.654166667,4,0
918193355,81,0,0.4875,4,0
921034838,139.25,1,0.760416667,4,1
919356890,144,4,0.833333333,4,1
919787061,142.5,1,0.770833333,4,1
919705946,138.25,1,0.79375,4,1
921029953,120.5,0,0.604166667,4,1
920646094,144.75,2,0.833333333,4,1
919596375,119,1,0.7,4,1
