"","anon_id","consent","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer"
"81",221958,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","90","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He left school before he graduated from high school","She left school before she graduated from high school","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","300","10","No"
"82",920586,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","30","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","200","4","No"
"83",840605,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","95","14","No"
"84",992343,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 4th year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","1- No support","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","300","3","No"
"85",548019,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian,Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","120","4","No"
"86",927645,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Black or African American","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I don't know if I qualify for a Pell Grant","120","8","No"
"87",806039,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","95","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Hispanic or Latino","He attended some college, but left before he earned a 4-year degree","She left school before she graduated from high school","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","25","No"
"88",980357,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","75","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Separated","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do qualify for a Pell Grant","100","9","No"
"89",316657,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","28","No"
"90",574860,"I have read this information sheet form, I consent to participate in this study.","21","Senior - 4th year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","1- No support","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","250","20","Yes"
"91",484728,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 5th+ year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","90","10","No"
"92",238823,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","120","3","No"
"93",936273,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian,Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","287","12","No"
"94",822014,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","50","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","50","No"
"95",843535,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","11","No"
"96",808404,"","20","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","95","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","South Asian","He earned a 4-year degree","She earned a 4-year degree","Separated","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","60","8","No"
"97",690036,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","20","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","120","10","No"
"98",912689,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Caucasian,Pacific Islander","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","25","Yes"
"99",756469,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","Yes, I am an international student","English is not my first language","30","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","200","14","No"
"100",186775,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Pacific Islander","He attended some college, but left before he earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","45","84","No"
"101",342170,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","65%","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Hispanic or Latino","He left school before he graduated from high school","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","240","24","No"
"102",914016,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","50","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left when he graduated from high school (or GED)","She left school before she graduated from high school","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","200","14","No"
"103",843368,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","95","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I don't know if I qualify for a Pell Grant","90","28","No"
"104",172263,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","40","No"
"105",710489,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","Single","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","30","12","Yes"
"106",277425,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","I don't know","She left school when she graduated from high school (or GED)","Single","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","40","10","No"
"107",469937,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 4th year","Woman","No, I am not an international student","English is not my first language","99%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left school before he graduated from high school","She left school before she graduated from high school","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","180","7","No"
"108",794376,"","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","3","No"
"109",681486,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","30","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He left school before he graduated from high school","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","75","35","No"
"110",575085,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Man","Yes, I am an international student","English is not my first language","20","2 - I am confident reading simple books in English (e.g., children's books)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","300","25","No"
"111",340708,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","40","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","300","3","No"
"112",980587,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","90","21","No"
"113",335736,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Other","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","33","Yes"
"114",190892,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","80","25","No"
"115",447538,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","15","No"
"116",859374,"I have read this information sheet form, I consent to participate in this study.","20","Freshman - 1st year","Man","Yes, I am an international student","English is not my first language","50","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","100","5","No"
"117",139950,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","Yes, I am an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian,Hispanic or Latino","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","5.5","No"
"118",919451,"I have read this information sheet, and I do not consent to participate in this study. I will earn the extra credit by submitting ‘decline to answer’ on each of the questions.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Hispanic or Latino","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","122","7","No"
"119",229553,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","Yes, I am an international student","English is not my first language","50","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","10","No"
"120",218653,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","60","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","I don't know","She earned a 4-year degree","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","8","No"
"121",487505,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","120","13","Yes"
"122",237582,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100%","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","I don't know","She never attended school","I decline to answer","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","20","No"
"123",805441,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","I decline to answer","He left when he graduated from high school (or GED)","She left school before she graduated from high school","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","20","7.5","No"
"124",570810,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","10","No"
"125",840840,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 4th year","Man","No, I am not an international student","English is not my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school when she graduated from high school (or GED)","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","720","12.33","Yes"
"126",147145,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","75","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Divorced","I decline to answer","Decline to answer","I don't know if I qualify for a Pell Grant","180","18.5","No"
"127",758184,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","120","3","No"
"128",485565,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","20","No"
"129",737475,"I have read this information sheet form, I consent to participate in this study.","19","Junior - 3rd year","Woman","Yes, I am an international student","English is not my first language","40","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","300","56","No"
"130",324135,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is not my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","21","No"
"131",999023,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","300","30","No"
"132",116312,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left when he graduated from high school (or GED)","I don't know","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","360","13","No"
"133",273032,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Man","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","18","No"
"134",796250,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","","I do qualify for a Pell Grant","300","30","No"
"135",107302,"I have read this information sheet, and I do not consent to participate in this study. I will earn the extra credit by submitting ‘decline to answer’ on each of the questions.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","97","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","40","7","No"
"136",861958,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Pacific Islander,Mixed Race","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","12","No"
"137",431825,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left school before he graduated from high school","She left school before she graduated from high school","Together","1- No support","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","15","No"
"138",769753,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","180","No"
"139",819157,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","20","No"
"140",309943,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","Yes, I am an international student","English is not my first language","50%","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","I don't know","I don't know","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","420","30","No"
"141",820879,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Separated","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","16","25","No"
"142",975639,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","350","900","No"
"143",327020,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","South Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","30","No"
"144",708858,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","180","4","Yes"
"145",571323,"I have read this information sheet form, I consent to participate in this study.","2,002","Junior - 3rd year","Woman","Yes, I am an international student","English is not my first language","80%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She left school when she graduated from high school (or GED)","Divorced","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","560","5.33","No"
"146",898473,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","240","27.93","No"
