"anon_id","consent","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer","first_gen"
316719,1,20,"3","Woman","0","0",90,6,"3",5,5,"Together",6,"0","0",60,15,"0","0"
298429,1,18,"1","Woman","0","0",98,5,"3",3,NA,"Separated",7,"3",NA,163,20,"0","1"
517181,1,18,"1","Other","0","0",98,6,"3",6,6,"Together",7,"0","0",60,17,"0","0"
980134,1,19,"2","Woman","0","1",100,6,"2",5,6,"Divorced",6,"0","0",90,10,"0","0"
562399,1,18,"1","Woman","0","1",75,6,"9",6,6,"Together",7,"0","0",240,36,"0","0"
850435,1,19,"1","Woman","0","0",90,6,"4",NA,3,"Divorced",7,"1","1",720,30,"0","1"
720723,1,22,"4","Man","0","1",98,6,"3",5,5,"Together",6,"0","0",480,25,"0","0"
783735,1,18,"1","Woman","0","0",100,3,"4",1,1,"Together",3,"3","1",40,12,"0","1"
987447,1,18,"1","Other","0","1",99,6,"2",5,5,"Together",6,"2","0",240,10,"0","0"
294860,1,21,"3","Man","0","0",100,6,"3",4,NA,"Together",5,"2","1",120,20,"0","1"
223333,1,23,"3","Woman","0","0",100,6,"3",2,NA,"Divorced",7,"2","1",500,14,"1","1"
742806,1,18,"1","Woman","0","1",100,6,"2",5,6,"Together",3,"2","1",120,15,"0","0"
357173,1,20,"3","Man","0","1",95,5,"3",5,5,"Together",7,"0","0",120,16,"0","0"
657848,1,20,"3","Woman","0","1",100,6,"3",5,5,NA,NA,"2","2",120,10,"0","0"
841390,1,20,"2","Woman","0","1",100,6,"3",3,3,"Together",6,"2","1",300,50,"0","1"
509369,1,18,"1","Woman","0","0",98,6,"9",5,5,"Together",7,"0","0",150,9,"0","0"
231177,1,20,"3","Man","0","0",100,6,"3",5,4,"Together",6,"3","1",120,12,"0","1"
288842,1,19,"1","Woman","1","0",70,6,"2",5,5,"Together",NA,"0","0",50,18,"0","0"
429085,1,19,"2","Woman","0","1",95,6,"2",6,6,"Together",7,"0","0",180,840,"0","0"
796147,1,18,"1","Woman","0","1",100,6,"9",6,5,"Together",7,"0","0",105,33,"0","0"
458187,1,19,"2","Man","1","0",40,3,"3",3,3,"Together",7,"3","2",180,8,"0","1"
739544,1,18,"1","Woman","0","1",100,6,"3",5,6,"Together",7,"0","0",240,30,"0","0"
341372,1,18,"1","Woman","0","1",98,6,"1",5,NA,"Together",NA,"0",NA,120,20,"0","0"
151246,1,21,"4","Man","0","1",100,6,"2",5,5,"Together",5,"0","0",130,10,"0","0"
326394,1,20,"2","Woman","1","0",100,4,"9",2,5,"Together",7,"1","0",120,3,"0","1"
205809,1,19,"1","Woman","0","1",93,6,"2",4,5,"Together",7,"0","0",90,2,"0","1"
187671,1,18,"1","Woman","0","1",80,6,"3",3,5,"Together",6,"0","1",NA,4,"0","1"
652357,1,20,"3","Woman","0","0",100,6,"5",4,5,"Together",6,"2","1",180,20,"0","1"
543411,1,20,"3","Woman","0","1",100,5,"3",6,NA,"Together",6,"0","0",120,25,"0","0"
357577,1,19,"2","Woman","0","0",80,1,"9",6,6,"Divorced",6,NA,NA,2,21,"0","0"
323214,1,18,"1","Woman","0","1",95,6,"1",2,NA,"Together",2,"3","2",180,28,"0","1"
244223,1,19,"1","Woman","0","1",99,6,"2",6,6,"Together",7,"0","0",470,25,"0","0"
143458,1,21,"4","Man","0","1",100,6,"4",3,3,"Together",2,"2","1",1.33,4.33,"0","1"
324553,1,19,"1","Woman","0","1",100,6,"6",2,5,"Separated",6,"2","0",270,10,"0","1"
425200,1,19,"2","Woman","0","1",92,6,"3",4,4,"Together",7,"0","0",420,28,"0","1"
109338,1,19,"2","Woman","0","0",92,3,"3",5,NA,"Together",3,NA,"2",60,14,"0","0"
873291,1,20,"3","Woman","0","0",99,5,"3",6,6,"Separated",5,"0","2",30,48,"0","0"
700506,1,19,"2","Woman","0","1",100,6,"2",6,6,"Together",7,"1","0",45,40,"0","0"
832756,1,19,"2",NA,"0","0",100,6,"1",NA,5,"Separated",3,"2","1",180,42,"0","0"
878864,1,18,"1","Man","0","1",95,6,"2",5,6,"Together",6,"1","0",60,6,"0","0"
863924,1,19,"2","Man","0","1",95,6,"3",6,6,"Together",7,"0","0",60,10,"0","0"
749976,1,20,"3","Man","0","1",92,6,"8",6,6,"Together",7,"0","0",180,4,"0","0"
893307,1,20,"2","Man","0","1",98,6,"2",5,5,"Together",6,"0","0",60,20,"0","0"
422809,1,20,"3","Woman","0","1",100,6,"2",5,5,"Together",3,"3","0",60,7.2,"0","0"
589905,1,19,"1","Other","0","1",100,5,"3",5,5,"Together",7,"2","2",240,12,"0","0"
165680,1,21,"3","Woman","0","1",100,5,"2",6,5,"Together",7,"0","0",240,10.5,"0","0"
678041,1,18,"1","Woman","1","0",50,4,"3",4,4,"Together",6,"0","0",60,10,"0","1"
100915,1,20,"3","Woman","0","0",100,6,"9",5,6,"Together",7,"0","0",240,6,"0","0"
738332,1,20,"2","Woman","0","0",100,6,"4",NA,NA,"Together",6,"2","1",120,16,"0",NA
957708,1,18,"1","Woman","0","1",90,6,"3",5,5,"Together",6,"0","0",180,23,"0","0"
215621,1,21,"3","Woman","0","1",85,6,"2",6,6,"Together",7,"0","0",120,32,"0","0"
600034,1,20,"2","Woman","0","1",70,6,"2",5,4,"Together",7,"0","0",30,6,"0","1"
624947,1,19,"3","Woman","0","0",100,6,"1",4,4,"Together",2,"2","1",30,7,"1","1"
392325,1,21,"2","Woman","0","1",80,6,"2",5,5,"Divorced",7,"1","0",10,14,"0","0"
550977,1,18,"1","Woman","0","0",85,6,"4",2,3,"Together",7,"2","1",240,42,"0","1"
356382,1,18,"1","Woman","0","1",90,4,"4",5,NA,"Separated",6,"2","2",360,35,"0","0"
752695,1,18,"1","Woman","0",NA,90,3,"7",NA,NA,"Divorced",4,"2","1",600,25,"0",NA
785013,1,20,"3","Man","0","1",99,6,"3",6,6,"Divorced",6,"0","0",90,22,"0","0"
664851,1,19,"2","Man","0","1",95,6,"2",4,6,"Together",7,"0","0",120,50,"0","1"
930504,1,21,"3","Woman","1","0",99,6,"6",6,5,"Together",7,"0","2",60,10,"0","0"
149203,1,19,"2","Woman","0","0",100,6,"3",3,3,"Separated",3,"2","1",120,14,"0","1"
427397,1,18,"1","Other","0","1",97,6,"3",NA,6,"Together",7,"0","2",180,12,"0","0"
117848,1,20,"2","Woman","0","1",100,6,"2",5,5,"Together",7,"0","2",120,8,"0","0"
863598,1,20,"2","Woman","0","1",100,5,"3",5,5,"Together",6,"2","1",60,8.4,"0","0"
522922,1,19,"2","Woman","0","1",100,5,"3",NA,NA,"Separated",4,"2","1",100,600,"0",NA
714184,1,19,"1","Woman","0","1",100,5,"2",6,6,"Together",7,"0","0",200,18,"0","0"
496293,1,20,"2","Woman","0","1",100,6,"6",2,NA,"Divorced",4,"2","1",120,12,"0","1"
298091,1,19,"2","Woman","0","1",100,6,"1",NA,4,"Single",7,"2","1",90,15,"0","1"
849990,1,18,"1","Woman","0","0",100,5,"9",3,3,"Together",5,"2","1",180,9.33,"0","1"
502302,1,19,"2","Woman","0","1",95,6,"2",4,4,"Divorced",3,"3","0",60,40,"0","1"
179184,1,18,"2","Woman","0","1",100,6,"9",6,5,"Together",6,"1","2",240,10,"0","0"
877146,1,21,"2","Woman","1","0",65,4,"3",6,NA,"Together",7,"0","0",400,2.6,"0","0"
416172,1,20,"3","Woman","0","0",70,5,"3",2,NA,"Together",6,"3","1",60,40,"0","1"
488889,1,20,"2","Woman","1","0",50,3,"3",5,5,"Together",7,"0","2",300,21,"0","0"
660431,1,19,"2","Woman","0","1",95,6,"3",6,5,"Together",7,"0","0",60,7,"0","0"
689023,1,20,"2","Woman","0","0",100,6,"3",6,5,"Together",6,"0","0",90,5,"0","0"
787036,1,20,"3","Woman","0","1",100,6,"3",6,NA,"Divorced",1,"2","1",60,35,"0","0"
700441,1,19,"2","Other","0","1",100,6,"4",2,4,"Divorced",2,"2","1",90,8,"0","1"
193857,1,20,"1","Woman","0","0",56.25,6,NA,6,5,"Together",7,"0","0",60,11,"0","0"
243610,1,20,"1","Woman","1","0",50,3,"7",5,6,"Divorced",7,"1","2",60,50,"0","0"
135727,1,20,"3","Woman","0","0",100,6,"9",5,NA,"Divorced",1,"2","1",50,5,"0","0"
967176,1,20,"2","Woman","0","1",80,6,"3",5,4,"Together",6,"0","0",60,600,"0","1"
741913,1,20,"3","Woman","0","1",85,6,"4",4,NA,"Together",7,"2","0",120,6.5,"0","1"
646241,1,18,"1","Woman","1","0",35,3,"3",6,5,"Together",7,"0","0",180,30,"0","0"
789124,1,18,"1",NA,"0","1",90,6,"2",6,5,"Divorced",4,"0","0",50,42,"0","0"
479550,1,19,"2","Man","0","1",100,6,"3",5,5,"Together",6,"0","0",120,20,"0","0"
370790,1,18,"1","Woman","0","1",100,6,"2",6,6,"Together",7,"0","0",15,30,"0","0"
992103,1,22,"5","Man","0","0",100,6,"3",2,1,"Separated",7,"2","1",60,20,"1","1"
202048,1,19,"3","Man","0","1",99,6,"3",6,6,"Together",7,"0","0",240,12,"1","0"
197878,1,20,"3","Woman","0","1",99,6,"4",6,5,"Separated",5,"1","0",240,17,"0","0"
852104,1,19,"2","Woman","0","0",95,5,"5",2,NA,"Together",6,"0","0",180,12,"0","1"
877109,1,18,"1","Woman","0","0",95,5,"4",2,3,"Together",2,"2","1",30,15,"0","1"
553565,1,19,"2","Woman","0","1",100,6,"2",2,NA,"Together",4,"0","0",30,15,"0","1"
611968,1,18,"1","Woman","0","1",100,6,"1",4,6,"Divorced",5,"0","1",120,18,"0","1"
601701,1,20,"3","Woman","0","1",99,5,"4",3,NA,"Separated",3,"2","1",200,30,"0","1"
676026,1,19,"2","Woman","0","1",100,6,"2",5,5,"Together",7,"0","0",60,14,"0","0"
265323,1,19,"2","Man","1","1",95,6,"3",6,6,"Together",7,"0","0",30,28,"0","0"
282568,1,19,"2","Woman","0","1",80,5,"2",5,6,"Together",6,"0","2",300,21,"0","0"
184622,1,21,"3","Woman","0","1",90,6,"3",5,5,"Together",6,"0","0",200,15.45,"0","0"
176796,1,18,"1","Woman","1","0",90,6,"9",5,5,"Together",7,"0","0",180,10,"0","0"
711072,1,20,"3","Woman","0","1",100,6,"2",6,6,"Together",5,"1","2",120,8,"0","0"
158198,1,20,"2","Man","0","1",97,6,"2",5,5,"Together",6,"0","0",60,18,"0","0"
376854,1,18,"1","Woman","0","0",100,6,"9",5,NA,"Together",7,"3","0",150,33,"0","0"
861674,1,19,"2","Woman","0","1",100,6,"2",5,6,"Together",7,"0","0",360,24,"0","0"
224768,1,19,"1","Woman","0","0",80,6,"4",NA,NA,"Together",3,"2","1",60,12,"0",NA
556020,1,18,"1","Woman","0","0",85,5,"4",3,3,"Together",6,"2","1",60,30,"0","1"
