"source","SID","views2","pv_op","cv_float","ov_op","cv","reliability","h1","interpret"
"2_D_Feb15.csv",918678702,0,5,14,5,0,10,5,3.5
"2_D_Feb15.csv",920023549,0,0,9.5,5,10,10,0,5
"2_D_Feb15.csv",919348167,1,5,20,5,12,10,5,1.75
"2_D_Feb15.csv",918328780,2,5,14,5,20,10,5,5
"2_D_Feb15.csv",920773417,2,5,9,5,0,8,5,3.5
"2_D_Feb15.csv",920914441,2,5,18,5,16,10,5,4.25
"2_D_Feb15.csv",920758212,1,5,14,5,20,10,5,4.25
"2_D_Feb15.csv",919380086,0,0,11,5,17,5,5,4.25
"2_D_Feb15.csv",918210092,1,5,18,5,19,10,5,2.5
"2_D_Feb15.csv",919211304,2,0,20,5,13,5,5,5
"2_D_Feb15.csv",919578937,2,5,20,5,15.5,10,5,0
"2_D_Feb15.csv",919734593,0,5,20,5,13.5,10,5,0.5
"2_D_Feb15.csv",919903874,0,5,9,5,0,5,0,3.5
"2_D_Feb15.csv",920896983,0,5,20,5,15.5,10,5,4.25
"2_D_Feb15.csv",920617353,0,5,0,5,0,10,5,3.5
"2_D_Feb15.csv",920952225,0,0,5.5,5,13.5,5,0,0
"2_D_Feb15.csv",920798641,1,5,0,5,16,10,5,0
"2_D_Feb15.csv",920053373,1,0,20,5,15.5,10,5,0.5
"2_D_Feb15.csv",920512814,7,5,12,5,14,10,0,4.25
"2_D_Feb15.csv",920919569,2,5,6,5,0,10,5,3.5
"2_D_Feb15.csv",920517110,3,5,12,5,0,10,5,0.5
"2_D_Feb15.csv",920984293,0,0,9,5,13,0,5,3.5
"2_D_Feb15.csv",919349551,1,5,20,5,13,10,5,5
"2_D_Feb15.csv",918306715,1,5,20,5,18,10,5,5
"2_D_Feb15.csv",920041136,0,5,20,5,13,10,0,1.75
"2_D_Feb15.csv",920562767,3,5,11,5,20,10,5,5
"2_D_Feb15.csv",920487376,1,5,20,5,17,10,5,4.25
"2_D_Feb15.csv",918769048,2,5,11.5,5,0,10,5,4.25
"2_D_Feb15.csv",919454996,2,0,15,5,16,10,5,4.25
"2_D_Feb15.csv",919340767,1,5,20,5,17,5,5,3.5
"2_D_Feb15.csv",919794151,0,0,17,5,19,5,5,3.5
"2_D_Feb15.csv",919245338,1,5,20,5,13,10,5,3.5
"2_D_Feb15.csv",919715994,2,5,9,5,15,10,5,0
"2_D_Feb15.csv",920031094,0,0,6,5,13,10,5,4.25
"2_D_Feb15.csv",921220846,2,0,14,0,18,10,5,5
"2_D_Feb15.csv",921066534,1,5,13.5,5,10,10,0,4.25
"2_D_Feb15.csv",921206611,0,5,20,5,17,7,5,1.75
"2_D_Feb15.csv",919355121,0,5,17,5,20,10,5,4.25
"2_D_Feb15.csv",920786200,0,0,0,5,8,10,5,1
"2_D_Feb15.csv",919881417,0,5,0,5,0,10,5,4.25
