"student_id","time","attempt","question_id"
918530662,2,2,"OPDEF"
918530662,2,1,"CV"
918530662,2,1,"Interpret"
918530662,3,3,"OPDEF"
918530662,3,2,"CV"
918530662,3,1,"CONFOUND"
918530662,4,4,"OPDEF"
918530662,4,3,"CV"
918530662,4,1,"COMPCV"
918530662,4,2,"Interpret"
918530662,4,2,"CONFOUND"
918530662,4,1,"IVTHREAT"
918530662,4,1,"REP"
918533669,1,1,"H0"
918533669,1,1,"H1"
918533669,1,1,"OPDEF"
918533669,2,2,"OPDEF"
918533669,2,1,"CV"
918533669,2,1,"Interpret"
918533669,3,3,"OPDEF"
918533669,3,2,"CV"
918533669,3,1,"CONFOUND"
918533669,4,4,"OPDEF"
918533669,4,3,"CV"
918533669,4,1,"COMPCV"
918533669,4,2,"Interpret"
918533669,4,2,"CONFOUND"
918533669,4,1,"IVTHREAT"
918533669,4,1,"REP"
918546601,1,1,"H0"
918546601,1,1,"H1"
918546601,1,1,"OPDEF"
918546601,2,2,"OPDEF"
918546601,2,1,"CV"
918546601,2,1,"Interpret"
918546601,3,3,"OPDEF"
918546601,3,2,"CV"
918546601,3,1,"CONFOUND"
918546601,4,4,"OPDEF"
918546601,4,3,"CV"
918546601,4,1,"COMPCV"
918546601,4,2,"Interpret"
918546601,4,2,"CONFOUND"
918546601,4,1,"IVTHREAT"
918546601,4,1,"REP"
918550338,1,1,"H0"
918550338,1,1,"H1"
918550338,1,1,"OPDEF"
918550338,2,2,"OPDEF"
918550338,2,1,"CV"
918550338,2,1,"Interpret"
918550338,3,3,"OPDEF"
918550338,3,2,"CV"
918550338,3,1,"CONFOUND"
918550338,4,4,"OPDEF"
918550338,4,3,"CV"
918550338,4,1,"COMPCV"
918550338,4,2,"Interpret"
918550338,4,2,"CONFOUND"
918550338,4,1,"IVTHREAT"
918550338,4,1,"REP"
918552103,1,1,"H0"
918552103,1,1,"H1"
918552103,1,1,"OPDEF"
918552103,2,2,"OPDEF"
918552103,2,1,"CV"
918552103,2,1,"Interpret"
918552103,3,3,"OPDEF"
918552103,3,2,"CV"
918552103,3,1,"CONFOUND"
918552103,4,4,"OPDEF"
918552103,4,3,"CV"
918552103,4,1,"COMPCV"
918552103,4,2,"Interpret"
918552103,4,2,"CONFOUND"
918552103,4,1,"IVTHREAT"
918552103,4,1,"REP"
918552365,1,1,"H0"
918552365,1,1,"H1"
918552365,1,1,"OPDEF"
918552365,2,2,"OPDEF"
918552365,2,1,"CV"
918552365,2,1,"Interpret"
918552365,3,3,"OPDEF"
918552365,3,2,"CV"
918552365,3,1,"CONFOUND"
918552365,4,4,"OPDEF"
918552365,4,3,"CV"
918552365,4,1,"COMPCV"
918552365,4,2,"Interpret"
918552365,4,2,"CONFOUND"
918552365,4,1,"IVTHREAT"
918552365,4,1,"REP"
918570583,1,1,"H0"
918570583,1,1,"H1"
918570583,1,1,"OPDEF"
918570583,2,2,"OPDEF"
918570583,2,1,"CV"
918570583,2,1,"Interpret"
918570583,3,3,"OPDEF"
918570583,3,2,"CV"
918570583,3,1,"CONFOUND"
918570583,4,4,"OPDEF"
918570583,4,3,"CV"
918570583,4,1,"COMPCV"
918570583,4,2,"Interpret"
918570583,4,2,"CONFOUND"
918570583,4,1,"IVTHREAT"
918570583,4,1,"REP"
918572947,1,1,"H0"
918572947,1,1,"H1"
918572947,1,1,"OPDEF"
918572947,2,2,"OPDEF"
918572947,2,1,"CV"
918572947,2,1,"Interpret"
918572947,3,3,"OPDEF"
918572947,3,2,"CV"
918572947,3,1,"CONFOUND"
918572947,4,4,"OPDEF"
918572947,4,3,"CV"
918572947,4,1,"COMPCV"
918572947,4,2,"Interpret"
918572947,4,2,"CONFOUND"
918572947,4,1,"IVTHREAT"
918572947,4,1,"REP"
918578190,1,1,"H0"
918578190,1,1,"H1"
918578190,1,1,"OPDEF"
918578190,2,2,"OPDEF"
918578190,2,1,"CV"
918578190,2,1,"Interpret"
918578190,3,3,"OPDEF"
918578190,3,2,"CV"
918578190,3,1,"CONFOUND"
918578190,4,4,"OPDEF"
918578190,4,3,"CV"
918578190,4,1,"COMPCV"
918578190,4,2,"Interpret"
918578190,4,2,"CONFOUND"
918578190,4,1,"IVTHREAT"
918578190,4,1,"REP"
918583017,1,1,"H0"
918583017,1,1,"H1"
918583017,1,1,"OPDEF"
918583017,2,2,"OPDEF"
918583017,2,1,"CV"
918583017,2,1,"Interpret"
918583017,3,3,"OPDEF"
918583017,3,2,"CV"
918583017,3,1,"CONFOUND"
918583017,4,4,"OPDEF"
918583017,4,3,"CV"
918583017,4,1,"COMPCV"
918583017,4,2,"Interpret"
918583017,4,2,"CONFOUND"
918583017,4,1,"IVTHREAT"
918583017,4,1,"REP"
918588300,1,1,"H0"
918588300,1,1,"H1"
918588300,1,1,"OPDEF"
918588300,2,2,"OPDEF"
918588300,2,1,"CV"
918588300,2,1,"Interpret"
918588300,3,3,"OPDEF"
918588300,3,2,"CV"
918588300,3,1,"CONFOUND"
918588300,4,4,"OPDEF"
918588300,4,3,"CV"
918588300,4,1,"COMPCV"
918588300,4,2,"Interpret"
918588300,4,2,"CONFOUND"
918588300,4,1,"IVTHREAT"
918588300,4,1,"REP"
918609661,1,1,"H0"
918609661,1,1,"H1"
918609661,1,1,"OPDEF"
918609661,2,2,"OPDEF"
918609661,2,1,"CV"
918609661,2,1,"Interpret"
918609661,3,3,"OPDEF"
918609661,3,2,"CV"
918609661,3,1,"CONFOUND"
918609661,4,4,"OPDEF"
918609661,4,3,"CV"
918609661,4,1,"COMPCV"
918609661,4,2,"Interpret"
918609661,4,2,"CONFOUND"
918609661,4,1,"IVTHREAT"
918609661,4,1,"REP"
918612056,1,1,"H0"
918612056,1,1,"H1"
918612056,1,1,"OPDEF"
918612056,2,2,"OPDEF"
918612056,2,1,"CV"
918612056,2,1,"Interpret"
918612056,3,3,"OPDEF"
918612056,3,2,"CV"
918612056,3,1,"CONFOUND"
918612056,4,4,"OPDEF"
918612056,4,3,"CV"
918612056,4,1,"COMPCV"
918612056,4,2,"Interpret"
918612056,4,2,"CONFOUND"
918612056,4,1,"IVTHREAT"
918612056,4,1,"REP"
918614520,1,1,"H0"
918614520,1,1,"H1"
918614520,1,1,"OPDEF"
918614520,2,2,"OPDEF"
918614520,2,1,"CV"
918614520,2,1,"Interpret"
918614520,3,3,"OPDEF"
918614520,3,2,"CV"
918614520,3,1,"CONFOUND"
918614520,4,4,"OPDEF"
918614520,4,3,"CV"
918614520,4,1,"COMPCV"
918614520,4,2,"Interpret"
918614520,4,2,"CONFOUND"
918614520,4,1,"IVTHREAT"
918614520,4,1,"REP"
918631383,1,1,"H0"
918631383,1,1,"H1"
918631383,1,1,"OPDEF"
918631383,2,2,"OPDEF"
918631383,2,1,"CV"
918631383,2,1,"Interpret"
918631383,3,3,"OPDEF"
918631383,3,2,"CV"
918631383,3,1,"CONFOUND"
918631383,4,4,"OPDEF"
918631383,4,3,"CV"
918631383,4,1,"COMPCV"
918631383,4,2,"Interpret"
918631383,4,2,"CONFOUND"
918631383,4,1,"IVTHREAT"
918631383,4,1,"REP"
918634995,1,1,"H0"
918634995,1,1,"H1"
918634995,1,1,"OPDEF"
918634995,2,2,"OPDEF"
918634995,2,1,"CV"
918634995,2,1,"Interpret"
918634995,3,3,"OPDEF"
918634995,3,2,"CV"
918634995,3,1,"CONFOUND"
918634995,4,4,"OPDEF"
918634995,4,3,"CV"
918634995,4,1,"COMPCV"
918634995,4,2,"Interpret"
918634995,4,2,"CONFOUND"
918634995,4,1,"IVTHREAT"
918634995,4,1,"REP"
918638108,1,1,"H0"
918638108,1,1,"H1"
918638108,1,1,"OPDEF"
918638108,2,2,"OPDEF"
918638108,2,1,"CV"
918638108,2,1,"Interpret"
918638108,3,3,"OPDEF"
918638108,3,2,"CV"
918638108,3,1,"CONFOUND"
918638108,4,4,"OPDEF"
918638108,4,3,"CV"
918638108,4,1,"COMPCV"
918638108,4,2,"Interpret"
918638108,4,2,"CONFOUND"
918638108,4,1,"IVTHREAT"
918638108,4,1,"REP"
918641454,1,1,"H0"
918641454,1,1,"H1"
918641454,1,1,"OPDEF"
918641454,2,2,"OPDEF"
918641454,2,1,"CV"
918641454,2,1,"Interpret"
918641454,3,3,"OPDEF"
918641454,3,2,"CV"
918641454,3,1,"CONFOUND"
918641454,4,4,"OPDEF"
918641454,4,3,"CV"
918641454,4,1,"COMPCV"
918641454,4,2,"Interpret"
918641454,4,2,"CONFOUND"
918641454,4,1,"IVTHREAT"
918641454,4,1,"REP"
918678702,1,1,"H0"
918678702,1,1,"H1"
918678702,1,1,"OPDEF"
918678702,2,2,"OPDEF"
918678702,2,1,"CV"
918678702,2,1,"Interpret"
918678702,3,3,"OPDEF"
918678702,3,2,"CV"
918678702,3,1,"CONFOUND"
918678702,4,4,"OPDEF"
918678702,4,3,"CV"
918678702,4,1,"COMPCV"
918678702,4,2,"Interpret"
918678702,4,2,"CONFOUND"
918678702,4,1,"IVTHREAT"
918678702,4,1,"REP"
918680305,1,1,"H0"
918680305,1,1,"H1"
918680305,1,1,"OPDEF"
918680305,2,2,"OPDEF"
918680305,2,1,"CV"
918680305,2,1,"Interpret"
918680305,3,3,"OPDEF"
918680305,3,2,"CV"
918680305,3,1,"CONFOUND"
918680305,4,4,"OPDEF"
918680305,4,3,"CV"
918680305,4,1,"COMPCV"
918680305,4,2,"Interpret"
918680305,4,2,"CONFOUND"
918680305,4,1,"IVTHREAT"
918680305,4,1,"REP"
918687528,1,1,"H0"
918687528,1,1,"H1"
918687528,1,1,"OPDEF"
918687528,2,2,"OPDEF"
918687528,2,1,"CV"
918687528,2,1,"Interpret"
918687528,3,3,"OPDEF"
918687528,3,2,"CV"
918687528,3,1,"CONFOUND"
918687528,4,4,"OPDEF"
918687528,4,3,"CV"
918687528,4,1,"COMPCV"
918687528,4,2,"Interpret"
918687528,4,2,"CONFOUND"
918687528,4,1,"IVTHREAT"
918687528,4,1,"REP"
918717799,1,1,"H0"
918717799,1,1,"H1"
918717799,1,1,"OPDEF"
918717799,2,2,"OPDEF"
918717799,2,1,"CV"
918717799,2,1,"Interpret"
918717799,3,3,"OPDEF"
918717799,3,2,"CV"
918717799,3,1,"CONFOUND"
918717799,4,4,"OPDEF"
918717799,4,3,"CV"
918717799,4,1,"COMPCV"
918717799,4,2,"Interpret"
918717799,4,2,"CONFOUND"
918717799,4,1,"IVTHREAT"
918717799,4,1,"REP"
918722483,1,1,"H0"
918722483,1,1,"H1"
918722483,1,1,"OPDEF"
918722483,2,2,"OPDEF"
918722483,2,1,"CV"
918722483,2,1,"Interpret"
918722483,3,3,"OPDEF"
918722483,3,2,"CV"
918722483,3,1,"CONFOUND"
918722483,4,4,"OPDEF"
918722483,4,3,"CV"
918722483,4,1,"COMPCV"
918722483,4,2,"Interpret"
918722483,4,2,"CONFOUND"
918722483,4,1,"IVTHREAT"
918722483,4,1,"REP"
918726780,1,1,"H0"
918726780,1,1,"H1"
918726780,1,1,"OPDEF"
918726780,2,2,"OPDEF"
918726780,2,1,"CV"
918726780,2,1,"Interpret"
918726780,3,3,"OPDEF"
918726780,3,2,"CV"
918726780,3,1,"CONFOUND"
918726780,4,4,"OPDEF"
918726780,4,3,"CV"
918726780,4,1,"COMPCV"
918726780,4,2,"Interpret"
918726780,4,2,"CONFOUND"
918726780,4,1,"IVTHREAT"
918726780,4,1,"REP"
918752835,1,1,"H0"
918752835,1,1,"H1"
918752835,1,1,"OPDEF"
918752835,2,2,"OPDEF"
918752835,2,1,"CV"
918752835,2,1,"Interpret"
918752835,3,3,"OPDEF"
918752835,3,2,"CV"
918752835,3,1,"CONFOUND"
918752835,4,4,"OPDEF"
918752835,4,3,"CV"
918752835,4,1,"COMPCV"
918752835,4,2,"Interpret"
918752835,4,2,"CONFOUND"
918752835,4,1,"IVTHREAT"
918752835,4,1,"REP"
918752987,1,1,"H0"
918752987,1,1,"H1"
918752987,1,1,"OPDEF"
918752987,2,2,"OPDEF"
918752987,2,1,"CV"
918752987,2,1,"Interpret"
918752987,3,3,"OPDEF"
918752987,3,2,"CV"
918752987,3,1,"CONFOUND"
918752987,4,4,"OPDEF"
918752987,4,3,"CV"
918752987,4,1,"COMPCV"
918752987,4,2,"Interpret"
918752987,4,2,"CONFOUND"
918752987,4,1,"IVTHREAT"
918752987,4,1,"REP"
918767037,1,1,"H0"
918767037,1,1,"H1"
918767037,1,1,"OPDEF"
918767037,2,2,"OPDEF"
918767037,2,1,"CV"
918767037,2,1,"Interpret"
918767037,3,3,"OPDEF"
918767037,3,2,"CV"
918767037,3,1,"CONFOUND"
918767037,4,4,"OPDEF"
918767037,4,3,"CV"
918767037,4,1,"COMPCV"
918767037,4,2,"Interpret"
918767037,4,2,"CONFOUND"
918767037,4,1,"IVTHREAT"
918767037,4,1,"REP"
918769048,1,1,"H0"
918769048,1,1,"H1"
918769048,1,1,"OPDEF"
918769048,2,2,"OPDEF"
918769048,2,1,"CV"
918769048,2,1,"Interpret"
918769048,3,3,"OPDEF"
918769048,3,2,"CV"
918769048,3,1,"CONFOUND"
918769048,4,4,"OPDEF"
918769048,4,3,"CV"
918769048,4,1,"COMPCV"
918769048,4,2,"Interpret"
918769048,4,2,"CONFOUND"
918769048,4,1,"IVTHREAT"
918769048,4,1,"REP"
918770231,1,1,"H0"
918770231,1,1,"H1"
918770231,1,1,"OPDEF"
918770231,2,2,"OPDEF"
918770231,2,1,"CV"
918770231,2,1,"Interpret"
918770231,3,3,"OPDEF"
918770231,3,2,"CV"
918770231,3,1,"CONFOUND"
918770231,4,4,"OPDEF"
918770231,4,3,"CV"
918770231,4,1,"COMPCV"
918770231,4,2,"Interpret"
918770231,4,2,"CONFOUND"
918770231,4,1,"IVTHREAT"
918770231,4,1,"REP"
918802303,1,1,"H0"
918802303,1,1,"H1"
918802303,1,1,"OPDEF"
918802303,2,2,"OPDEF"
918802303,2,1,"CV"
918802303,2,1,"Interpret"
918802303,3,3,"OPDEF"
918802303,3,2,"CV"
918802303,3,1,"CONFOUND"
918802303,4,4,"OPDEF"
918802303,4,3,"CV"
918802303,4,1,"COMPCV"
918802303,4,2,"Interpret"
918802303,4,2,"CONFOUND"
918802303,4,1,"IVTHREAT"
918802303,4,1,"REP"
918803315,1,1,"H0"
918803315,1,1,"H1"
918803315,1,1,"OPDEF"
918803315,2,2,"OPDEF"
918803315,2,1,"CV"
918803315,2,1,"Interpret"
918803315,3,3,"OPDEF"
918803315,3,2,"CV"
918803315,3,1,"CONFOUND"
918803315,4,4,"OPDEF"
918803315,4,3,"CV"
918803315,4,1,"COMPCV"
918803315,4,2,"Interpret"
918803315,4,2,"CONFOUND"
918803315,4,1,"IVTHREAT"
918803315,4,1,"REP"
918805805,1,1,"H0"
918805805,1,1,"H1"
918805805,1,1,"OPDEF"
918805805,2,2,"OPDEF"
918805805,2,1,"CV"
918805805,2,1,"Interpret"
918805805,3,3,"OPDEF"
918805805,3,2,"CV"
918805805,3,1,"CONFOUND"
918805805,4,4,"OPDEF"
918805805,4,3,"CV"
918805805,4,1,"COMPCV"
918805805,4,2,"Interpret"
918805805,4,2,"CONFOUND"
918805805,4,1,"IVTHREAT"
918805805,4,1,"REP"
918817275,1,1,"H0"
918817275,1,1,"H1"
918817275,1,1,"OPDEF"
918817275,2,2,"OPDEF"
918817275,2,1,"CV"
918817275,2,1,"Interpret"
918817275,3,3,"OPDEF"
918817275,3,2,"CV"
918817275,3,1,"CONFOUND"
918817275,4,4,"OPDEF"
918817275,4,3,"CV"
918817275,4,1,"COMPCV"
918817275,4,2,"Interpret"
918817275,4,2,"CONFOUND"
918817275,4,1,"IVTHREAT"
918817275,4,1,"REP"
918824970,1,1,"H0"
918824970,1,1,"H1"
918824970,1,1,"OPDEF"
918824970,2,2,"OPDEF"
918824970,2,1,"CV"
918824970,2,1,"Interpret"
918824970,3,3,"OPDEF"
918824970,3,2,"CV"
918824970,3,1,"CONFOUND"
918824970,4,4,"OPDEF"
918824970,4,3,"CV"
918824970,4,1,"COMPCV"
918824970,4,2,"Interpret"
918824970,4,2,"CONFOUND"
918824970,4,1,"IVTHREAT"
918824970,4,1,"REP"
918841791,1,1,"H0"
918841791,1,1,"H1"
918841791,1,1,"OPDEF"
918841791,2,2,"OPDEF"
918841791,2,1,"CV"
918841791,2,1,"Interpret"
918841791,3,3,"OPDEF"
918841791,3,2,"CV"
918841791,3,1,"CONFOUND"
918841791,4,4,"OPDEF"
918841791,4,3,"CV"
918841791,4,1,"COMPCV"
918841791,4,2,"Interpret"
918841791,4,2,"CONFOUND"
918841791,4,1,"IVTHREAT"
918841791,4,1,"REP"
918845917,1,1,"H0"
918845917,1,1,"H1"
918845917,1,1,"OPDEF"
918845917,2,2,"OPDEF"
918845917,2,1,"CV"
918845917,2,1,"Interpret"
918845917,3,3,"OPDEF"
918845917,3,2,"CV"
918845917,3,1,"CONFOUND"
918845917,4,4,"OPDEF"
918845917,4,3,"CV"
918845917,4,1,"COMPCV"
918845917,4,2,"Interpret"
918845917,4,2,"CONFOUND"
918845917,4,1,"IVTHREAT"
918845917,4,1,"REP"
918888411,1,1,"H0"
918888411,1,1,"H1"
918888411,1,1,"OPDEF"
918888411,2,2,"OPDEF"
918888411,2,1,"CV"
918888411,2,1,"Interpret"
918888411,3,3,"OPDEF"
918888411,3,2,"CV"
918888411,3,1,"CONFOUND"
918888411,4,4,"OPDEF"
918888411,4,3,"CV"
918888411,4,1,"COMPCV"
918888411,4,2,"Interpret"
918888411,4,2,"CONFOUND"
918888411,4,1,"IVTHREAT"
918888411,4,1,"REP"
919023259,1,1,"H0"
919023259,1,1,"H1"
919023259,1,1,"OPDEF"
919023259,2,2,"OPDEF"
919023259,2,1,"CV"
919023259,2,1,"Interpret"
919023259,3,3,"OPDEF"
919023259,3,2,"CV"
919023259,3,1,"CONFOUND"
919023259,4,4,"OPDEF"
919023259,4,3,"CV"
919023259,4,1,"COMPCV"
919023259,4,2,"Interpret"
919023259,4,2,"CONFOUND"
919023259,4,1,"IVTHREAT"
919023259,4,1,"REP"
919141513,1,1,"H0"
919141513,1,1,"H1"
919141513,1,1,"OPDEF"
919141513,2,2,"OPDEF"
919141513,2,1,"CV"
919141513,2,1,"Interpret"
919141513,3,3,"OPDEF"
919141513,3,2,"CV"
919141513,3,1,"CONFOUND"
919141513,4,4,"OPDEF"
919141513,4,3,"CV"
919141513,4,1,"COMPCV"
919141513,4,2,"Interpret"
919141513,4,2,"CONFOUND"
919141513,4,1,"IVTHREAT"
919141513,4,1,"REP"
919151228,1,1,"H0"
919151228,1,1,"H1"
919151228,1,1,"OPDEF"
919151228,2,2,"OPDEF"
919151228,2,1,"CV"
919151228,2,1,"Interpret"
919151228,3,3,"OPDEF"
919151228,3,2,"CV"
919151228,3,1,"CONFOUND"
919151228,4,4,"OPDEF"
919151228,4,3,"CV"
919151228,4,1,"COMPCV"
919151228,4,2,"Interpret"
919151228,4,2,"CONFOUND"
919151228,4,1,"IVTHREAT"
919151228,4,1,"REP"
919151655,1,1,"H0"
919151655,1,1,"H1"
919151655,1,1,"OPDEF"
919151655,2,2,"OPDEF"
919151655,2,1,"CV"
919151655,2,1,"Interpret"
919151655,3,3,"OPDEF"
919151655,3,2,"CV"
919151655,3,1,"CONFOUND"
919151655,4,4,"OPDEF"
919151655,4,3,"CV"
919151655,4,1,"COMPCV"
919151655,4,2,"Interpret"
919151655,4,2,"CONFOUND"
919151655,4,1,"IVTHREAT"
919151655,4,1,"REP"
919153488,1,1,"H0"
919153488,1,1,"H1"
919153488,1,1,"OPDEF"
919153488,2,2,"OPDEF"
919153488,2,1,"CV"
919153488,2,1,"Interpret"
919153488,3,3,"OPDEF"
919153488,3,2,"CV"
919153488,3,1,"CONFOUND"
919153488,4,4,"OPDEF"
919153488,4,3,"CV"
919153488,4,1,"COMPCV"
919153488,4,2,"Interpret"
919153488,4,2,"CONFOUND"
919153488,4,1,"IVTHREAT"
919153488,4,1,"REP"
919169883,1,1,"H0"
919169883,1,1,"H1"
919169883,1,1,"OPDEF"
919169883,2,2,"OPDEF"
919169883,2,1,"CV"
919169883,2,1,"Interpret"
919169883,3,3,"OPDEF"
919169883,3,2,"CV"
919169883,3,1,"CONFOUND"
919169883,4,4,"OPDEF"
919169883,4,3,"CV"
919169883,4,1,"COMPCV"
919169883,4,2,"Interpret"
919169883,4,2,"CONFOUND"
919169883,4,1,"IVTHREAT"
919169883,4,1,"REP"
919173934,1,1,"H0"
919173934,1,1,"H1"
919173934,1,1,"OPDEF"
919173934,2,2,"OPDEF"
919173934,2,1,"CV"
919173934,2,1,"Interpret"
919173934,3,3,"OPDEF"
919173934,3,2,"CV"
919173934,3,1,"CONFOUND"
919173934,4,4,"OPDEF"
919173934,4,3,"CV"
919173934,4,1,"COMPCV"
919173934,4,2,"Interpret"
919173934,4,2,"CONFOUND"
919173934,4,1,"IVTHREAT"
919173934,4,1,"REP"
919176627,1,1,"H0"
919176627,1,1,"H1"
919176627,1,1,"OPDEF"
919176627,2,2,"OPDEF"
919176627,2,1,"CV"
919176627,2,1,"Interpret"
919176627,3,3,"OPDEF"
919176627,3,2,"CV"
919176627,3,1,"CONFOUND"
919176627,4,4,"OPDEF"
919176627,4,3,"CV"
919176627,4,1,"COMPCV"
919176627,4,2,"Interpret"
919176627,4,2,"CONFOUND"
919176627,4,1,"IVTHREAT"
919176627,4,1,"REP"
919180192,1,1,"H0"
919180192,1,1,"H1"
919180192,1,1,"OPDEF"
919180192,2,2,"OPDEF"
919180192,2,1,"CV"
919180192,2,1,"Interpret"
919180192,3,3,"OPDEF"
919180192,3,2,"CV"
919180192,3,1,"CONFOUND"
919180192,4,4,"OPDEF"
919180192,4,3,"CV"
919180192,4,1,"COMPCV"
919180192,4,2,"Interpret"
919180192,4,2,"CONFOUND"
919180192,4,1,"IVTHREAT"
919180192,4,1,"REP"
919180464,1,1,"H0"
919180464,1,1,"H1"
919180464,1,1,"OPDEF"
919180464,2,2,"OPDEF"
919180464,2,1,"CV"
919180464,2,1,"Interpret"
919180464,3,3,"OPDEF"
919180464,3,2,"CV"
919180464,3,1,"CONFOUND"
919180464,4,4,"OPDEF"
919180464,4,3,"CV"
919180464,4,1,"COMPCV"
919180464,4,2,"Interpret"
919180464,4,2,"CONFOUND"
919180464,4,1,"IVTHREAT"
919180464,4,1,"REP"
919194104,1,1,"H0"
919194104,1,1,"H1"
919194104,1,1,"OPDEF"
919194104,2,2,"OPDEF"
919194104,2,1,"CV"
919194104,2,1,"Interpret"
919194104,3,3,"OPDEF"
919194104,3,2,"CV"
919194104,3,1,"CONFOUND"
919194104,4,4,"OPDEF"
919194104,4,3,"CV"
919194104,4,1,"COMPCV"
919194104,4,2,"Interpret"
919194104,4,2,"CONFOUND"
919194104,4,1,"IVTHREAT"
919194104,4,1,"REP"
919195459,1,1,"H0"
919195459,1,1,"H1"
919195459,1,1,"OPDEF"
919195459,2,2,"OPDEF"
919195459,2,1,"CV"
919195459,2,1,"Interpret"
919195459,3,3,"OPDEF"
919195459,3,2,"CV"
919195459,3,1,"CONFOUND"
919195459,4,4,"OPDEF"
919195459,4,3,"CV"
919195459,4,1,"COMPCV"
919195459,4,2,"Interpret"
919195459,4,2,"CONFOUND"
919195459,4,1,"IVTHREAT"
919195459,4,1,"REP"
919211304,1,1,"H0"
919211304,1,1,"H1"
919211304,1,1,"OPDEF"
919211304,2,2,"OPDEF"
919211304,2,1,"CV"
919211304,2,1,"Interpret"
919211304,3,3,"OPDEF"
919211304,3,2,"CV"
919211304,3,1,"CONFOUND"
919211304,4,4,"OPDEF"
919211304,4,3,"CV"
919211304,4,1,"COMPCV"
919211304,4,2,"Interpret"
919211304,4,2,"CONFOUND"
919211304,4,1,"IVTHREAT"
919211304,4,1,"REP"
919214738,1,1,"H0"
919214738,1,1,"H1"
919214738,1,1,"OPDEF"
919214738,2,2,"OPDEF"
919214738,2,1,"CV"
919214738,2,1,"Interpret"
919214738,3,3,"OPDEF"
919214738,3,2,"CV"
919214738,3,1,"CONFOUND"
919214738,4,4,"OPDEF"
919214738,4,3,"CV"
919214738,4,1,"COMPCV"
919214738,4,2,"Interpret"
919214738,4,2,"CONFOUND"
919214738,4,1,"IVTHREAT"
919214738,4,1,"REP"
919230013,1,1,"H0"
919230013,1,1,"H1"
919230013,1,1,"OPDEF"
919230013,2,2,"OPDEF"
919230013,2,1,"CV"
919230013,2,1,"Interpret"
919230013,3,3,"OPDEF"
919230013,3,2,"CV"
919230013,3,1,"CONFOUND"
919230013,4,4,"OPDEF"
919230013,4,3,"CV"
919230013,4,1,"COMPCV"
919230013,4,2,"Interpret"
919230013,4,2,"CONFOUND"
919230013,4,1,"IVTHREAT"
919230013,4,1,"REP"
919245338,1,1,"H0"
919245338,1,1,"H1"
919245338,1,1,"OPDEF"
919245338,2,2,"OPDEF"
919245338,2,1,"CV"
919245338,2,1,"Interpret"
919245338,3,3,"OPDEF"
919245338,3,2,"CV"
919245338,3,1,"CONFOUND"
919245338,4,4,"OPDEF"
919245338,4,3,"CV"
919245338,4,1,"COMPCV"
919245338,4,2,"Interpret"
919245338,4,2,"CONFOUND"
919245338,4,1,"IVTHREAT"
919245338,4,1,"REP"
919245532,1,1,"H0"
919245532,1,1,"H1"
919245532,1,1,"OPDEF"
919245532,2,2,"OPDEF"
919245532,2,1,"CV"
919245532,2,1,"Interpret"
919245532,3,3,"OPDEF"
919245532,3,2,"CV"
919245532,3,1,"CONFOUND"
919245532,4,4,"OPDEF"
919245532,4,3,"CV"
919245532,4,1,"COMPCV"
919245532,4,2,"Interpret"
919245532,4,2,"CONFOUND"
919245532,4,1,"IVTHREAT"
919245532,4,1,"REP"
919246418,1,1,"H0"
919246418,1,1,"H1"
919246418,1,1,"OPDEF"
919246418,2,2,"OPDEF"
919246418,2,1,"CV"
919246418,2,1,"Interpret"
919246418,3,3,"OPDEF"
919246418,3,2,"CV"
919246418,3,1,"CONFOUND"
919246418,4,4,"OPDEF"
919246418,4,3,"CV"
919246418,4,1,"COMPCV"
919246418,4,2,"Interpret"
919246418,4,2,"CONFOUND"
919246418,4,1,"IVTHREAT"
919246418,4,1,"REP"
919246641,1,1,"H0"
919246641,1,1,"H1"
919246641,1,1,"OPDEF"
919246641,2,2,"OPDEF"
919246641,2,1,"CV"
919246641,2,1,"Interpret"
919246641,3,3,"OPDEF"
919246641,3,2,"CV"
919246641,3,1,"CONFOUND"
919246641,4,4,"OPDEF"
919246641,4,3,"CV"
919246641,4,1,"COMPCV"
919246641,4,2,"Interpret"
919246641,4,2,"CONFOUND"
919246641,4,1,"IVTHREAT"
919246641,4,1,"REP"
919278033,1,1,"H0"
919278033,1,1,"H1"
919278033,1,1,"OPDEF"
919278033,2,2,"OPDEF"
919278033,2,1,"CV"
919278033,2,1,"Interpret"
919278033,3,3,"OPDEF"
919278033,3,2,"CV"
919278033,3,1,"CONFOUND"
919278033,4,4,"OPDEF"
919278033,4,3,"CV"
919278033,4,1,"COMPCV"
919278033,4,2,"Interpret"
919278033,4,2,"CONFOUND"
919278033,4,1,"IVTHREAT"
919278033,4,1,"REP"
919278596,1,1,"H0"
919278596,1,1,"H1"
919278596,1,1,"OPDEF"
919278596,2,2,"OPDEF"
919278596,2,1,"CV"
919278596,2,1,"Interpret"
919278596,3,3,"OPDEF"
919278596,3,2,"CV"
919278596,3,1,"CONFOUND"
919278596,4,4,"OPDEF"
919278596,4,3,"CV"
919278596,4,1,"COMPCV"
919278596,4,2,"Interpret"
919278596,4,2,"CONFOUND"
919278596,4,1,"IVTHREAT"
919278596,4,1,"REP"
919282184,1,1,"H0"
919282184,1,1,"H1"
919282184,1,1,"OPDEF"
919282184,2,2,"OPDEF"
919282184,2,1,"CV"
919282184,2,1,"Interpret"
919282184,3,3,"OPDEF"
