,ID,student_id,consent,,ID,student_id,consent,age,year,gender,int_student,esl,e_exp,e_lvl,ethnicity,p_education,m_education,par_rel,fin_support,ses,grant,soc_med,hw_time,transfer,p_college,m_college,first_gen,URM
88,260597,918453477,"I have read this information sheet form, I consent to participate in this study.",88,260597,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"Yes, I am an international student",English is not my first language,30,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,200,14,No,1,1,0,0
89,292943,919246418,"I have read this information sheet form, I consent to participate in this study.",89,292943,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Man,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Pacific Islander,"He attended some college, but left before he earned a 4-year degree",She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,45,84,No,0,1,0,1
90,335405,920773417,"I have read this information sheet form, I consent to participate in this study.",90,335405,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,65%,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",Hispanic or Latino,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for all or most of high school,I do not qualify for a Pell Grant,240,24,No,0,0,1,1
91,264798,917986822,"I have read this information sheet form, I consent to participate in this study.",91,264798,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,50,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He left when he graduated from high school (or GED),She left school before she graduated from high school,Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,200,14,No,0,0,1,0
92,331169,921205214,"I have read this information sheet form, I consent to participate in this study.",92,331169,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,95,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I don't know if I qualify for a Pell Grant,90,28,No,0,0,1,1
93,297488,919211304,"I have read this information sheet form, I consent to participate in this study.",93,297488,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,40,No,1,1,0,0
94,335789,920649075,"I have read this information sheet form, I consent to participate in this study.",94,335789,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left when he graduated from high school (or GED),"She attended some college, but left before she earned a 4-year degree",Single,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,30,12,Yes,0,0,1,1
95,334261,920626001,"I have read this information sheet form, I consent to participate in this study.",95,334261,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,I don't know,She left school when she graduated from high school (or GED),Single,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,40,10,No,0,0,1,1
96,233151,917452110,"I have read this information sheet form, I consent to participate in this study.",96,233151,9.17E+08,"I have read this information sheet form, I consent to participate in this study.",22,Senior - 4th year,Woman,"No, I am not an international student",English is not my first language,99%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He left school before he graduated from high school,She left school before she graduated from high school,Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for some of high school,I do not qualify for a Pell Grant,180,7,No,0,0,1,0
97,294321,919914232,"I have read this information sheet form, I consent to participate in this study.",97,294321,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,30,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,75,35,No,0,0,1,0
98,337364,920786200,"I have read this information sheet form, I consent to participate in this study.",98,337364,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"Yes, I am an international student",English is not my first language,20,"2 - I am confident reading simple books in English (e.g., children's books)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,300,25,No,1,1,0,0
99,300600,919859520,"I have read this information sheet form, I consent to participate in this study.",99,300600,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,40,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,300,3,No,1,1,0,0
100,332450,920834961,"I have read this information sheet form, I consent to participate in this study.",100,332450,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,"He attended some college, but left before he earned a 4-year degree",She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,90,21,No,0,1,0,0
101,338083,921492506,"I have read this information sheet form, I consent to participate in this study.",101,338083,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,100,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",Other,He left when he graduated from high school (or GED),She left school when she graduated from high school (or GED),Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,180,33,Yes,0,0,1,0
102,264544,918752987,"I have read this information sheet form, I consent to participate in this study.",102,264544,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,99,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,80,25,No,1,1,0,0
103,269887,918319773,"I have read this information sheet form, I consent to participate in this study.",103,269887,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,60,15,No,1,1,0,0
104,294325,919590436,"I have read this information sheet form, I consent to participate in this study.",104,294325,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Freshman - 1st year,Man,"Yes, I am an international student",English is not my first language,50,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He left when he graduated from high school (or GED),"She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,100,5,No,0,0,1,0
105,333702,921235174,"I have read this information sheet form, I consent to participate in this study.",105,333702,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"Yes, I am an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian,Hispanic or Latino",He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,240,5.5,No,1,1,0,1
106,260481,918550338,"I have read this information sheet form, I consent to participate in this study.",106,260481,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"Yes, I am an international student",English is not my first language,50,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Divorced,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,10,No,1,1,0,0
107,291144,919793974,"I have read this information sheet form, I consent to participate in this study.",107,291144,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,60,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,I don't know,She earned a 4-year degree,Divorced,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,60,8,No,0,1,0,0
108,343483,921399311,"I have read this information sheet form, I consent to participate in this study.",108,343483,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do not qualify for a Pell Grant,120,13,Yes,1,1,0,1
109,288555,919359509,"I have read this information sheet form, I consent to participate in this study.",109,288555,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,100%,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",East or South East Asian,I don't know,She never attended school,I decline to answer,4- Some support (e.g. Bills but not housing or small monthly allowance),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,180,20,No,0,0,1,0
110,301545,920076059,"I have read this information sheet form, I consent to participate in this study.",110,301545,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",I decline to answer,He left when he graduated from high school (or GED),She left school before she graduated from high school,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do qualify for a Pell Grant,20,7.5,No,0,0,1,
111,267407,918609661,"I have read this information sheet form, I consent to participate in this study.",111,267407,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,10,No,0,0,1,1
112,295800,916070386,"I have read this information sheet form, I consent to participate in this study.",112,295800,9.16E+08,"I have read this information sheet form, I consent to participate in this study.",22,Senior - 4th year,Man,"No, I am not an international student",English is not my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school when she graduated from high school (or GED),Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do not qualify for a Pell Grant,720,12.33,Yes,0,0,1,1
113,326489,921157935,"I have read this information sheet form, I consent to participate in this study.",113,326489,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"Yes, I am an international student",English is not my first language,75,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Divorced,I decline to answer,Decline to answer,I don't know if I qualify for a Pell Grant,180,18.5,No,1,1,0,0
114,259233,918634995,"I have read this information sheet form, I consent to participate in this study.",114,259233,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do qualify for a Pell Grant,120,3,No,1,1,0,0
115,332253,920693704,"I have read this information sheet form, I consent to participate in this study.",115,332253,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Divorced,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,240,20,No,1,1,0,0
116,257111,918614520,"I have read this information sheet form, I consent to participate in this study.",116,257111,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Junior - 3rd year,Woman,"Yes, I am an international student",English is not my first language,40,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,300,56,No,1,1,0,0
117,294856,919914818,"I have read this information sheet form, I consent to participate in this study.",117,294856,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Man,"No, I am not an international student",English is not my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Middle Eastern or West Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,21,No,1,1,0,0
118,297724,920041136,"I have read this information sheet form, I consent to participate in this study.",118,297724,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,"He attended some college, but left before he earned a 4-year degree",She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,300,30,No,0,1,0,1
119,297618,920101885,"I have read this information sheet form, I consent to participate in this study.",119,297618,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He left when he graduated from high school (or GED),I don't know,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,360,13,No,0,0,1,0
120,326867,921187471,"I have read this information sheet form, I consent to participate in this study.",120,326867,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"No, I am not an international student",English is my first language,80,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,18,No,1,1,0,0
121,293233,919525951,"I have read this information sheet form, I consent to participate in this study.",121,293233,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,"He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree",Divorced,7- Fully supported (e.g All necessities are provided or paid for),,I do qualify for a Pell Grant,300,30,No,0,0,1,0
122,270124,918824970,"I have read this information sheet form, I consent to participate in this study.",122,270124,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Pacific Islander,Mixed Race",He earned a 4-year degree,She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,12,No,1,1,0,1
123,293353,919905432,"I have read this information sheet form, I consent to participate in this study.",123,293353,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He left school before he graduated from high school,She left school before she graduated from high school,Together,1- No support,I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,15,No,0,0,1,0
124,295822,920112191,"I have read this information sheet form, I consent to participate in this study.",124,295822,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,180,No,1,1,0,0
125,297695,919295087,"I have read this information sheet form, I consent to participate in this study.",125,297695,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,20,No,1,1,0,0
126,263044,918525347,"I have read this information sheet form, I consent to participate in this study.",126,263044,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"Yes, I am an international student",English is not my first language,50%,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,I don't know,I don't know,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I don't know if I qualify for a Pell Grant,420,30,No,0,0,1,0
127,263358,918752835,"I have read this information sheet form, I consent to participate in this study.",127,263358,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"No, I am not an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a 4-year degree,"She attended some college, but left before she earned a 4-year degree",Separated,4- Some support (e.g. Bills but not housing or small monthly allowance),I qualified for 'free or reduced cost lunch' for some of high school,I do not qualify for a Pell Grant,16,25,No,1,0,0,0
128,332443,920495805,"I have read this information sheet form, I consent to participate in this study.",128,332443,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,350,900,No,0,0,1,1
129,328602,920529409,"I have read this information sheet form, I consent to participate in this study.",129,328602,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",South Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,30,No,1,1,0,0
130,339604,918638108,"I have read this information sheet form, I consent to participate in this study.",130,339604,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian",He earned a 4-year degree,She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I don't know if I qualify for a Pell Grant,180,4,Yes,1,1,0,1
131,265158,918523200,"I have read this information sheet form, I consent to participate in this study.",131,265158,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",NA,Junior - 3rd year,Woman,"Yes, I am an international student",English is not my first language,80%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She left school when she graduated from high school (or GED),Divorced,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,560,5.33,No,1,0,0,0
132,262293,918329585,"I have read this information sheet form, I consent to participate in this study.",132,262293,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,4- Some support (e.g. Bills but not housing or small monthly allowance),I qualified for 'free or reduced cost lunch' for all or most of high school,I do not qualify for a Pell Grant,240,27.93,No,1,1,0,0
133,335373,920890235,"I have read this information sheet form, I consent to participate in this study.",133,335373,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Non-binary or Genderqueer,"No, I am not an international student",English is my first language,95,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,90,25,No,1,1,0,0
134,328629,921058432,"I have read this information sheet form, I consent to participate in this study.",134,328629,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",19,Freshman - 1st year,Man,"No, I am not an international student",English is not my first language,70,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,70,5,No,1,1,0,0
135,332764,921438764,"I have read this information sheet form, I consent to participate in this study.",135,332764,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,75,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Middle Eastern or West Asian,I don't know,She earned a 4-year degree,Divorced,1- No support,I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,60,"2,880",Yes,0,1,0,0
136,307992,919667178,"I have read this information sheet form, I consent to participate in this study.",136,307992,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Man,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Divorced,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,300,8,No,1,1,0,0
137,331732,921177261,"I have read this information sheet form, I consent to participate in this study.",137,331732,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Divorced,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,225,38,No,1,1,0,0
138,330345,920436534,"I have read this information sheet form, I consent to participate in this study.",138,330345,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"No, I am not an international student",English is not my first language,80,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Middle Eastern or West Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for some of high school,I do qualify for a Pell Grant,30,49,Yes,1,1,0,0
139,298255,919813414,"I have read this information sheet form, I consent to participate in this study.",139,298255,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,95,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",Hispanic or Latino,"He attended some college, but left before he earned a 4-year degree",She left school before she graduated from high school,Divorced,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I don't know if I qualify for a Pell Grant,60,,No,0,0,1,1
140,340307,921341534,"I have read this information sheet form, I consent to participate in this study.",140,340307,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",19,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,85,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,1- No support,I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,200,20,No,0,0,1,1
141,337836,920829963,"I have read this information sheet form, I consent to participate in this study.",141,337836,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,110,8.2,No,0,0,1,1
