Student,ID,SIS User ID,anon_id,SIS Login ID,Section,Syllabus FAQ Video (965983),Collaboration vs Cheating (965972),PsycLearn 1 (966004),PsycLearn 2 (966009),VW.RS.i Research Summary Intro (965978),VW: Null and Research Hypotheses (965991),PsycLearn 5 (966012),VW: Variables (965988),VW:RS1 (Video Worksheet - Research Summary 1 - Hangry) (965979),PsycLearn 7 (966014),VW: Correlation coefficients (965975),VW: Reliabilty and Validity (965986),VW.RS.2 (Video Worksheet - Research Summary 2 - Conversations with Strangers) (965995),VW.RS.3 (Video Worksheet - Research Summary 3 - Vocal Fry) (965976),VW: Verbs (965987),PsycLearn 8 (966015),VW: Construct Validity (Method Match and Circular Reasoning) (965971),VW:CT.i Video Worksheet - Critical Thinking - Intro (965977),VW:CT1 (Video Worksheet- Critical Thinking 1 - ADHD) (965967),VW:CT2 (Video worksheet- Critical Thinking 2 - VizualEdge) (965969),VW:CT3 (Video Worksheet- Critical Thinking 3 - DHA) (965968),VW:CT4 (Video Worksheet- Critical Thinking 4 - Verbal Advantage) (965984),PsycLearn 9 (966016),VW: Threats to internal validity (965989),PsycLearn 10 (966005),VW: Hypothesis Review (965973),Tell us! Show us! 1 (966017),PsycLearn 3 (966010),VW: Summarize the findings (965990),PsycLearn 4 (966011),VW: Distinguishing fact from opinion (965992),PsycLearn 6 (966013),VW: Sampling (965982),VW: Interpreting results (965994),PsycLearn 11 (966006),VW: Factorial Design (965970),VW: Which statistic? (965985),VW: Interpret inferential statistics (965974),PsycLearn 12 (966007),VW: Validity Review (965981),PsycLearn 13 (966008),Tell Us! Show Us! 2 (966018),iClicker Grade (966003),Unit 1 Lecture 3 (1008394),Exam 1 (965996),Exam 2 (965997),Exam 3 (965998),Exam 4 (965999),Exam 5 (966000),Final Exam (966002),Exam Corrections  (966001),Mini Personality Inventory (965980),Demographics (965993),Points (1034609),Prep+Participation (up to 250 points) Current Points,Prep+Participation (up to 250 points) Final Points,Prep+Participation (up to 250 points) Current Score,Prep+Participation (up to 250 points) Unposted Current Score,Prep+Participation (up to 250 points) Final Score,Prep+Participation (up to 250 points) Unposted Final Score,Exams Current Points,Exams Final Points,Exams Current Score,Exams Unposted Current Score,Exams Final Score,Exams Unposted Final Score,Extra Credit Current Points,Extra Credit Final Points,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Grade Calculation Current Points,Grade Calculation Final Points,Grade Calculation Current Score,Grade Calculation Unposted Current Score,Grade Calculation Final Score,Grade Calculation Unposted Final Score,Current Points,Final Points,Current Score,Unposted Current Score,Final Score,Unposted Final Score
redacted,redacted,redacted,975639,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.25,2,20,3,4,4,4,4,4,20,2,20,1,,13.57,2,20,2,20,2,2,1.14,1,0,0,,0,,0,44,4,102.25,108.5,114.5,112,116.5,108,0,5,5,813.75,316.66,316.66,87,87,76.49,76.49,559.5,559.5,74.6,74.6,74.6,74.6,10,10,66.67,66.67,66.67,66.67,0,0,,,,,886.16,886.16,78.49,78.49,75.16,75.16
redacted,redacted,redacted,957708,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,,2,20,2,20,2,2,17.71,1,1,1,20,1,20,0,24,4,130.5,127,136.25,128.5,122.75,117,5,5,5,909,343.46,343.46,89.44,89.44,82.96,82.96,645,645,86,86,86,86,15,15,100,100,100,100,0,0,,,,,1003.46,1003.46,87.33,87.33,85.11,85.11
redacted,redacted,redacted,143458,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,,1,0,0,,0,,0,36,4,59,79.75,123.75,120,117.5,96,4.9,5,5,764.9,315,315,91.57,91.57,76.09,76.09,537,537,71.6,71.6,71.6,71.6,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,866.9,866.9,78.17,78.17,73.53,73.53
redacted,redacted,redacted,307053,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,1.25,4.75,20,2,1,4.75,4.5,2,20,2.17,4,4,4,4,4,20,1.5,20,1,,20,2,20,2,20,2,2,20,1,1,0.83,20,1,20,0,36,4,69,79.75,106,85.5,89.5,72,0,5,5,689.75,375.25,375.25,92.88,92.88,90.64,90.64,432.75,432.75,57.7,57.7,57.7,57.7,10,10,66.67,66.67,66.67,66.67,0,0,,,,,818,818,69.97,69.97,69.38,69.38
redacted,redacted,redacted,607016,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.83,4,19.2,1.75,4.5,20,2,1.5,4.75,4.5,2,20,1.83,3.5,4,4,4,4,20,1,,1,,,2,,2,,2,1.5,8,1,1,0.83,13.08,1,20,0,28,3.8,101,103.5,0,83,116,99,0,5,5,663.5,266.08,266.08,82.12,82.12,64.27,64.27,502.5,502.5,67,67,67,67,10,10,66.67,66.67,66.67,66.67,0,0,,,,,778.58,778.58,71.49,71.49,66.04,66.04
redacted,redacted,redacted,448698,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,2.83,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,19.23,1,20,9,8,4,100.5,103,118.5,110.5,93,108,0,5,5,784.5,357.26,357.26,88.43,88.43,86.3,86.3,540.5,540.5,72.07,72.07,72.07,72.07,10,10,66.67,66.67,66.67,66.67,0,0,,,,,907.76,907.76,77.65,77.65,76.99,76.99
redacted,redacted,redacted,690064,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,19.13,2.17,4,4,4,4,4,19.05,1,17.14,1,,19.29,0,18.52,0,,0,0,,0,0,0,,0,,0,32,4,38.5,62.75,89.75,71.5,55.75,69,4.8,5,5,583.05,273.29,273.29,84.35,84.35,66.01,66.01,348.75,348.75,46.5,46.5,46.5,46.5,14.8,14.8,98.67,98.67,98.67,98.67,0,0,,,,,636.84,636.84,58.48,58.48,54.02,54.02
redacted,redacted,redacted,189428,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.64,4.5,2,20,3,4,3,3,3.75,4,20,1.5,20,1,,20,2,20,2,20,2,2,18.86,1,1,1,20,1,20,0,40,3.6,129.5,132.5,130.75,143.5,147,0,4.9,5,5,948.15,377.34,377.34,93.4,93.4,91.15,91.15,683.25,683.25,91.1,91.1,91.1,91.1,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,1075.49,1075.49,92,92,91.22,91.22
redacted,redacted,redacted,737475,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,3.75,4,20,2,4.75,20,2,1.5,4.75,3.83,2,20,3,4,4,3,4,4,20,2,20,1,,20,2,3.7,2,10.53,1.5,2,17.14,1,0.5,1,,0,,0,32,4,140.5,137,136.5,143.5,143.5,0,0,5,5,961,301.46,301.46,82.82,82.82,72.82,72.82,701,701,93.47,93.47,93.47,93.47,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1012.46,1012.46,89.68,89.68,85.87,85.87
redacted,redacted,redacted,917655,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,1.75,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,19.05,2,20,1,,20,2,16.3,2,14.74,2,1.75,20,0.67,0,0,,0,20,0,44,4,123.25,130.5,135.5,146,119.5,114,5,5,5,919.75,351.41,351.41,91.51,91.51,84.88,84.88,654.75,654.75,87.3,87.3,87.3,87.3,15,15,100,100,100,100,0,0,,,,,1021.16,1021.16,88.87,88.87,86.61,86.61
redacted,redacted,redacted,208750,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,3.88,20,2,20,1,9,20,2,20,2,20,2,2,20,1,1,1,20,1,20,9,48,4,116.5,101,129.5,98,130,0,0,5,5,834,407.08,407.08,98.33,98.33,98.33,98.33,575,575,76.67,76.67,76.67,76.67,10,10,66.67,66.67,66.67,66.67,0,0,,,,,992.08,992.08,84.15,84.15,84.15,84.15
redacted,redacted,redacted,187671,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,8,4,130.5,111.25,131.75,135.5,118.5,0,5,5,5,892.5,350,350,86.63,86.63,84.54,84.54,627.5,627.5,83.67,83.67,83.67,83.67,15,15,100,100,100,100,0,0,,,,,992.5,992.5,84.9,84.9,84.18,84.18
redacted,redacted,redacted,243610,redacted,PSC 041 002 WQ 2023,6.5,4,20,18.82,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,40,4,124,122,136.75,139.75,142,0,5,5,5,929.5,380.82,380.82,94.26,94.26,91.99,91.99,664.5,664.5,88.6,88.6,88.6,88.6,15,15,100,100,100,100,0,0,,,,,1060.32,1060.32,90.7,90.7,89.93,89.93
redacted,redacted,redacted,411472,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.45,3.75,2,20,3,4,4,4,4,4,20,2,18.1,1,,,2,,2,20,2,2,20,1,0,0,20,0,,0,16,3.95,144,137,118.75,111.5,130.25,129,0,5,5,901.5,292,292,84.88,84.88,70.53,70.53,659,659,87.87,87.87,87.87,87.87,10,10,66.67,66.67,66.67,66.67,0,0,,,,,961,961,86.65,86.65,81.51,81.51
redacted,redacted,redacted,109338,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.88,4,20,2,4.5,20,2,1.5,4.75,4.5,2,19,3,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,0,2,20,1,1,0.83,20,0,20,0,28,4,131,117.5,136,134.5,144.5,0,4.9,5,5,928.4,375.46,375.46,90.69,90.69,90.69,90.69,663.5,663.5,88.47,88.47,88.47,88.47,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,1053.86,1053.86,89.39,89.39,89.39,89.39
redacted,redacted,redacted,970613,redacted,PSC 041 001 WQ 2023,0,0,,,3.75,4,9.6,0,4.25,,0,1.5,0,0,0,,3,4,4,4,4,3.25,18.1,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,12,3,90.5,144.5,137,143,132,126,0,5,0,885.45,233.45,233.45,72.05,72.05,56.39,56.39,682.5,682.5,91,91,91,91,5,5,33.33,33.33,33.33,33.33,0,0,,,,,920.95,920.95,84.57,84.57,78.11,78.11
redacted,redacted,redacted,617396,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.38,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,44,4,132.5,141.5,132,142.5,122,0,0,5,5,930.5,385.63,385.63,95.45,95.45,93.15,93.15,670.5,670.5,89.4,89.4,89.4,89.4,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1066.13,1066.13,91.2,91.2,90.43,90.43
redacted,redacted,redacted,582644,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.25,2,20,3,4,4,4,4,0,20,2,20,1,,20,0,20,0,20,0,0,20,0,0,0,20,0,20,0,12,4,137.25,133.25,134.5,133.5,140.5,0,4.9,5,5,943.9,337.75,337.75,83.6,83.6,81.58,81.58,679,679,90.53,90.53,90.53,90.53,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,1031.65,1031.65,88.25,88.25,87.5,87.5
redacted,redacted,redacted,886232,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,,2,4.75,7.5,2,1.5,0,0,0,,0,4,4,4,4,4,20,1.5,,1,,20,1.67,20,2,20,1,2,20,0.67,1,1,20,1,20,0,8,4,97,101.5,114.25,78.5,109.5,111,0,5,0,754.75,261.08,261.08,75.9,75.9,63.06,63.06,533.25,533.25,71.1,71.1,71.1,71.1,5,5,33.33,33.33,33.33,33.33,0,0,,,,,799.33,799.33,72.08,72.08,67.8,67.8
redacted,redacted,redacted,553565,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,0.58,18.46,1,20,0,52,4,115,126.5,129.25,133.5,118.5,0,3.9,5,5,885.65,392.04,392.04,97.04,97.04,94.7,94.7,622.75,622.75,83.03,83.03,83.03,83.03,13.9,13.9,92.67,92.67,92.67,92.67,0,0,,,,,1028.69,1028.69,88,88,87.25,87.25
redacted,redacted,redacted,401033,redacted,PSC 041 001 WQ 2023,6.5,4,,,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,,,0,,0,,0,0,,0,0,0,,0,,0,12,0,0,0,0,0,0,0,0,0,0,22.5,22.5,22.5,15.63,15.63,5.43,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,22.5,22.5,2.48,2.48,1.91,1.91
redacted,redacted,redacted,352012,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,,0,,0,0,6.29,1,0,0,,0,,0,44,4,128,108.25,129,141.5,148.5,0,5,5,5,920.25,279.65,279.65,86.31,86.31,67.55,67.55,655.25,655.25,87.37,87.37,87.37,87.37,15,15,100,100,100,100,0,0,,,,,949.9,949.9,87.23,87.23,80.57,80.57
redacted,redacted,redacted,340708,redacted,PSC 041 001 WQ 2023,6.5,3.5,20,18.82,4,4,20,2,4.75,20,2,1.5,4.63,4.5,2,20,3,4,4,4,4,4,20,1.5,20,1,,20,2,20,2,20,1.5,1.75,20,1,1,1,20,1,20,10,24,4,92,94.5,84,111.5,106.5,102,0,5,5,747.5,372.95,372.95,92.31,92.31,90.08,90.08,506.5,506.5,67.53,67.53,67.53,67.53,10,10,66.67,66.67,66.67,66.67,0,0,,,,,889.45,889.45,76.09,76.09,75.44,75.44
redacted,redacted,redacted,893307,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.58,3.88,2,20,3,4,4,4,4,4,20,2,,1,,20,2,,2,20,2,2,3.43,1,1,1,,1,5,0,44,4,139,146.5,149,148.5,150,0,0,5,5,993,293.63,293.63,85.36,85.36,70.92,70.92,733,733,97.73,97.73,97.73,97.73,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1036.63,1036.63,93.47,93.47,87.92,87.92
redacted,redacted,redacted,742806,redacted,PSC 041 002 WQ 2023,6.5,4,20,14.12,3.75,4,10.4,2,4.75,20,2,1.5,4.75,3.33,2,20,2.83,4,4,4,3.75,4,14.29,2,9.52,1,,20,2,3.7,2,20,2,2,8.57,0.67,0.5,0.58,1.54,1,,0,48,3.8,116,134.75,130.25,129,122,0,0,5,5,892,288.86,288.86,75.22,75.22,69.77,69.77,632,632,84.27,84.27,84.27,84.27,10,10,66.67,66.67,66.67,66.67,0,0,,,,,930.86,930.86,81.01,81.01,78.95,78.95
redacted,redacted,redacted,687838,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,19.17,2,1.5,4.75,4.5,2,19.13,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,19.23,1,20,0,40,4,131.5,125.5,120.75,132.5,130.25,120,0,5,5,899.5,379.53,379.53,93.94,93.94,91.67,91.67,640.5,640.5,85.4,85.4,85.4,85.4,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1030.03,1030.03,88.11,88.11,87.36,87.36
redacted,redacted,redacted,787036,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,19,2,4.75,20,2,1.5,4.69,4.5,2,20,3,4,4,0,0,0,20,2,20,1,,9.29,0,,0,20,0,0,,0,0,0,12.31,0,20,0,8,1.46,128,0,88.5,120,112.5,117,0,5,5,709,263.99,263.99,72.52,72.52,63.77,63.77,566,566,75.47,75.47,75.47,75.47,10,10,66.67,66.67,66.67,66.67,0,0,,,,,839.99,839.99,74.4,74.4,71.25,71.25
redacted,redacted,redacted,162187,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.75,4.33,2,,3,4,4,4,4,4,20,2,20,1,,20,2,20,0,20,2,2,,1,1,1,,1,,10,12,4,122.75,115.75,120.25,125,0,123,5,5,5,748.75,281.58,281.58,86.91,86.91,68.02,68.02,606.75,606.75,80.9,80.9,80.9,80.9,15,15,100,100,100,100,0,0,,,,,903.33,903.33,82.95,82.95,76.62,76.62
redacted,redacted,redacted,863048,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,14.29,1,,15,2,7.41,2,4.21,2,2,,1,1,0.92,,1,13.33,0,12,4,129,137.5,136.25,103.25,127.25,111,0,5,5,893.25,267.24,267.24,73.42,73.42,64.55,64.55,641,641,85.47,85.47,85.47,85.47,10,10,66.67,66.67,66.67,66.67,0,0,,,,,918.24,918.24,81.33,81.33,77.88,77.88
redacted,redacted,redacted,354057,redacted,PSC 041 002 WQ 2023,0,4,20,18.82,0,0,19.2,0,0,20,1.5,1.5,0,0,1.5,20,2.67,0.5,0,0,0,0,20,2,,1,,20,0,19.26,0,20,1.5,0,20,0,0,0,19.23,0,15,0,8,0,145.5,139.25,143,147,0,141,0,0,0,809.75,255.68,255.68,66.58,66.58,61.76,61.76,715.75,715.75,95.43,95.43,95.43,95.43,0,0,0,0,0,0,0,0,,,,,971.43,971.43,84.55,84.55,82.39,82.39
redacted,redacted,redacted,427397,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,1.6,2,1,20,2,1.5,4.75,4.5,2,9.57,3,4,4,0,4,4,19.05,2,20,1,,20,1.67,20,2,20,2,0,6.86,1,1,1,,0,,0,16,0,100,130.75,131,140.5,127.5,114,2.5,5,5,892.25,259.99,259.99,71.42,71.42,62.8,62.8,643.75,643.75,85.83,85.83,85.83,85.83,12.5,12.5,83.33,83.33,83.33,83.33,0,0,,,,,916.24,916.24,81.15,81.15,77.71,77.71
redacted,redacted,redacted,600034,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,19.05,2,20,1,,20,2,5.93,2,,2,2,,1,1,1,,1,,0,36,0.25,133.25,110.5,123.25,122,126.75,132,0,5,5,875.75,278.39,278.39,85.92,85.92,67.24,67.24,637.25,637.25,84.97,84.97,84.97,84.97,10,10,66.67,66.67,66.67,66.67,0,0,,,,,925.64,925.64,85,85,78.51,78.51
redacted,redacted,redacted,316657,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,0,,0,44,4,132.25,117.25,136.5,136,142.5,0,4.9,5,5,929.4,365,365,95.05,95.05,88.16,88.16,664.5,664.5,88.6,88.6,88.6,88.6,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,1044.4,1044.4,90.9,90.9,88.58,88.58
redacted,redacted,redacted,244223,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,1.5,2,20,1,1,0.92,1.54,1,,0,36,4,138,143,130.75,149.25,142,0,5,5,5,968,338.96,338.96,88.27,88.27,81.87,81.87,703,703,93.73,93.73,93.73,93.73,15,15,100,100,100,100,0,0,,,,,1056.96,1056.96,91.99,91.99,89.65,89.65
redacted,redacted,redacted,937053,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.45,4.08,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,19.23,1,,0,48,4,138.5,138,135,141.5,147.5,0,0,5,5,960.5,368.51,368.51,95.97,95.97,89.01,89.01,700.5,700.5,93.4,93.4,93.4,93.4,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1079.01,1079.01,93.91,93.91,91.52,91.52
redacted,redacted,redacted,634523,redacted,PSC 041 001 WQ 2023,6.17,4,20,20,4,4,20,2,4.75,20,1.5,1.5,4.75,4.25,2,20,3,0,0,0,0,0,15.24,0,,0,,20,2,20,2,14.74,2,1.5,20,0.67,1,0.75,1.54,1,,0,28,3.8,128.5,114.5,107.25,108.5,106.5,111,0,5,5,824.25,276.15,276.15,75.86,75.86,66.7,66.7,569.75,569.75,75.97,75.97,75.97,75.97,10,10,66.67,66.67,66.67,66.67,0,0,,,,,855.9,855.9,75.81,75.81,72.6,72.6
redacted,redacted,redacted,535753,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,18.4,2,4.75,20,2,1.5,4.75,4.5,2,20,3,3,4,4,4,3.5,19.05,2,20,1,9,20,2,20,2,20,2,2,20,1,1,1,20,1,20,9,28,4,71.5,105,115,108.5,125.25,0,5,5,5,790.25,383.95,383.95,92.74,92.74,92.74,92.74,525.25,525.25,70.03,70.03,70.03,70.03,15,15,100,100,100,100,0,0,,,,,924.2,924.2,78.39,78.39,78.39,78.39
redacted,redacted,redacted,309943,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,0,0,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,20,0,,0,2,,0,0,0,,0,,0,8,4,123.25,136.25,134.5,126,111,114,0,5,5,890,250.75,250.75,77.39,77.39,60.57,60.57,634,634,84.53,84.53,84.53,84.53,10,10,66.67,66.67,66.67,66.67,0,0,,,,,894.75,894.75,82.16,82.16,75.89,75.89
redacted,redacted,redacted,517181,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,,2,20,2,2,6.29,1,1,1,,1,,0,24,4,139,137.25,142.75,144,144,0,0,5,5,967,292.29,292.29,84.97,84.97,70.6,70.6,707,707,94.27,94.27,94.27,94.27,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1009.29,1009.29,91.01,91.01,85.61,85.61
redacted,redacted,redacted,351711,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,3,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,48,4,117,135,136.75,141,142.75,0,5,5,5,937.5,389,389,96.29,96.29,93.96,93.96,672.5,672.5,89.67,89.67,89.67,89.67,15,15,100,100,100,100,0,0,,,,,1076.5,1076.5,92.09,92.09,91.31,91.31
redacted,redacted,redacted,460606,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,16,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,19.05,1,,6.43,2,5.19,2,4.21,2,2,6.29,1,1,0.75,,1,13.33,0,4,4,110.5,114.25,108.5,133,122.5,0,0,5,5,847.75,256.24,256.24,66.73,66.73,61.89,61.89,588.75,588.75,78.5,78.5,78.5,78.5,10,10,66.67,66.67,66.67,66.67,0,0,,,,,854.99,854.99,74.41,74.41,72.52,72.52
redacted,redacted,redacted,962814,redacted,PSC 041 002 WQ 2023,6.5,4,20,18.82,4,4,20,1.5,4.75,19.17,2,1.5,4.75,4.5,2,20,2.67,4,4,4,4,0,20,1,20,1,,,0,,0,,0,0,,0,0,0,20,0,,0,36,4,54.5,64,47,80.5,76.75,72,0,5,5,581.75,258.16,258.16,84.92,84.92,62.36,62.36,347.75,347.75,46.37,46.37,46.37,46.37,10,10,66.67,66.67,66.67,66.67,0,0,,,,,615.91,615.91,57.62,57.62,52.24,52.24
redacted,redacted,redacted,107302,redacted,PSC 041 001 WQ 2023,6.5,4,19.09,20,3.75,4,18.4,1.75,4.75,20,2,1.5,4.75,4.38,2,20,2.67,4,4,4,4,3.88,18.1,1.5,20,1,,20,2,,2,20,1.5,1.5,19.43,0.67,1,0.83,20,1,20,0,32,4,95.5,103.5,109.25,87.5,96.25,0,0,5,5,752,345.93,345.93,90.09,90.09,83.56,83.56,492,492,65.6,65.6,65.6,65.6,10,10,66.67,66.67,66.67,66.67,0,0,,,,,847.93,847.93,73.8,73.8,71.92,71.92
redacted,redacted,redacted,282568,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.7,4.5,2,19.13,3,0,0,4,4,3.88,20,2,19.05,0,,20,2,20,2,20,2,2,20,1,1,0.83,20,1,20,0,28,4,142.5,135.75,149,145,142,0,5,5,5,979.25,358.84,358.84,88.82,88.82,86.68,86.68,714.25,714.25,95.23,95.23,95.23,95.23,15,15,100,100,100,100,0,0,,,,,1088.09,1088.09,93.08,93.08,92.29,92.29
redacted,redacted,redacted,749976,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.08,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,20,0,20,0,0,3.43,0,0,0,,0,,0,4,3.8,138,145.75,148.5,145,142.5,0,0,5,5,979.75,276.81,276.81,76.05,76.05,66.86,66.86,719.75,719.75,95.97,95.97,95.97,95.97,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1006.56,1006.56,89.16,89.16,85.37,85.37
redacted,redacted,redacted,866180,redacted,PSC 041 002 WQ 2023,5.5,3.5,,,0,0,,1.75,0,20,2,1,0.75,1.92,2,18.26,2.67,0,0,0,0,0,19,0,19.05,0,,20,2,20,2,18.95,2,2,19.43,1,1,0.67,16.15,0.5,15,0,32,0,93.75,103,94.5,109,99.88,0,0,0,0,749.13,250.09,250.09,72.7,72.7,60.41,60.41,500.13,500.13,66.68,66.68,66.68,66.68,0,0,0,0,0,0,0,0,,,,,750.21,750.21,67.65,67.65,63.63,63.63
redacted,redacted,redacted,820879,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.25,2,20,3,4,4,4,3.75,3.88,20,2,20,1,,,0,,0,,0,0,20,0,0,0,,0,,0,44,4,126.5,124.5,101.75,137,136,123,5,5,5,890.75,273.38,273.38,89.93,89.93,66.03,66.03,647,647,86.27,86.27,86.27,86.27,15,15,100,100,100,100,0,0,,,,,935.38,935.38,87.5,87.5,79.34,79.34
redacted,redacted,redacted,388918,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.25,3.83,2,20,3,3.5,4,4,3.5,3.88,,1.5,,0.83,,20,0,20,0,13.68,0,0,,0,0,0,,0,,0,40,4,109.5,111.5,124.75,127.5,126.5,114,5,5,5,864.75,260.73,260.73,85.77,85.77,62.98,62.98,604.25,604.25,80.57,80.57,80.57,80.57,15,15,100,100,100,100,0,0,,,,,879.98,879.98,82.32,82.32,74.64,74.64
