name,id,sis_id,anon_id,section,section_id,section_sis_id,submitted,attempt,consent,0,2091825: What is your age in years?(enter number only,0,2091826: What is your year in university?,0,2091827: My gender identity is:,0,2176799: Are you an International student?,1,2091828: Is English your first language?,0,"2091829: Which of the following best describes your academic experience when it comes to learning in English? (Fill in the blank with a number 0-100%)

_______% of my academic experience has been in English (the rest was in a language other than English)",0,2091830: How well do you read English? Select the highest level of reading that you are confident with.,0,2091831: My ethnicity is (select all that apply):,0,2091832: Which of following best describes your father's education?,0,2091833: Which of following best describes your mother's education?,0,2177181: Which of the following best describes your parents' relationship to each other? ,1,2177184: How much financial support do you receive from your parents currently?,1,"2091834: When you were in high school, did you qualify for a 'free or reduced cost lunch' program? 'Free or reduced cost lunch' programs are designed to improve nutrition among low-income students. If your family made very little money, you likely qualified for 'free lunch'.",0,"2091835: Do you currently qualify for a Pell Grant? A Pell Grant is money from the federal government that is given to students with high financial need. If your family income is below about $50,000 then you qualify for a Pell Grant.",0,"2177185: On average, how many minutes a day do you spend on social media? (Enter number in minutes)",1,"2177186: In the last 7 days, how many hours did you spend on course work? (Enter number in hours: e.g., 1 hour and 20 minutes = 1.33)",1,2091836: Did you transfer to UC Davis from a community college?,0,n correct,n incorrect,score
redacted,redacted,redacted,270982,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 05:59:11 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Freshman - 1st year,0,Man,0,"No, I am not an international student",0,English is not my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,"He attended some college, but left before he earned a 4-year degree",0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do not qualify for a Pell Grant,0,20,1,23,1,No,0,7,11,5
redacted,redacted,redacted,925742,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 05:57:15 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,120,1,10,1,No,0,7,11,5
redacted,redacted,redacted,221958,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 05:54:06 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,90,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,East or South East Asian,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,2- Very little support (e.g. gifts at holidays and birthdays),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,300,1,10,1,No,0,6,12,5
redacted,redacted,redacted,920586,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 05:36:12 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,30,0,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I don't know if I qualify for a Pell Grant,0,200,1,4,1,No,0,5,13,5
redacted,redacted,redacted,840605,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 05:28:31 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,95,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,South Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,95,1,14,1,No,0,4,14,5
redacted,redacted,redacted,992343,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 05:21:48 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,22,0,Senior - 4th year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,1- No support,1,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,300,1,3,1,No,0,7,11,5
redacted,redacted,redacted,548019,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 05:19:20 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Non-binary or Genderqueer,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Middle Eastern or West Asian,Caucasian",0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do qualify for a Pell Grant,0,120,1,4,1,No,0,7,11,5
redacted,redacted,redacted,927645,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 05:03:29 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Black or African American,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I don't know if I qualify for a Pell Grant,0,120,1,8,1,No,0,7,11,5
redacted,redacted,redacted,806039,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 04:54:41 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,95,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,Hispanic or Latino,0,"He attended some college, but left before he earned a 4-year degree",0,She left school before she graduated from high school,0,Together,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,180,1,25,1,No,0,7,11,5
redacted,redacted,redacted,980357,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 04:45:19 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,75,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Separated,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I do qualify for a Pell Grant,0,100,1,9,1,No,0,6,12,5
redacted,redacted,redacted,316657,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 04:38:58 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,180,1,28,1,No,0,8,10,5
redacted,redacted,redacted,574860,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 04:32:41 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Senior - 4th year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,95,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Caucasian,0,He earned a 4-year degree,0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,1- No support,1,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,250,1,20,1,Yes,0,7,11,5
redacted,redacted,redacted,484728,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 04:23:58 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,22,0,Senior - 5th+ year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Hispanic or Latino,Caucasian",0,"He attended some college, but left before he earned a 4-year degree",0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do not qualify for a Pell Grant,0,90,1,10,1,No,0,7,11,5
redacted,redacted,redacted,238823,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 04:05:34 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I don't know if I qualify for a Pell Grant,0,120,1,3,1,No,0,6,12,5
redacted,redacted,redacted,936273,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 04:00:53 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"Middle Eastern or West Asian,Caucasian",0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,287,1,12,1,No,0,5,13,5
redacted,redacted,redacted,822014,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 03:53:54 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,50,0,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",0,East or South East Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,240,1,50,1,No,0,6,12,5
redacted,redacted,redacted,843535,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 03:49:43 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,Hispanic or Latino,0,He left when he graduated from high school (or GED),0,She left school when she graduated from high school (or GED),0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,120,1,11,1,No,0,7,11,5
redacted,redacted,redacted,808404,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 03:40:36 UTC,1,,0,20,0,Sophomore - 2nd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,95,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,South Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Separated,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for some of high school,0,I do not qualify for a Pell Grant,0,60,1,8,1,No,0,5,13,5
redacted,redacted,redacted,690036,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 03:34:24 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,20,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,East or South East Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Divorced,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do qualify for a Pell Grant,0,120,1,10,1,No,0,6,12,5
redacted,redacted,redacted,912689,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 03:24:55 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"East or South East Asian,Caucasian,Pacific Islander",0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,60,1,25,1,Yes,0,6,12,5
redacted,redacted,redacted,756469,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 03:24:09 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Man,0,"Yes, I am an international student",1,English is not my first language,0,30,0,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",0,East or South East Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,200,1,14,1,No,0,6,12,5
redacted,redacted,redacted,186775,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 03:21:42 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Man,0,"No, I am not an international student",0,English is my first language,0,95,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Pacific Islander,0,"He attended some college, but left before he earned a 4-year degree",0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,45,1,84,1,No,0,8,10,5
redacted,redacted,redacted,342170,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 03:17:57 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,65%,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do not qualify for a Pell Grant,0,240,1,24,1,No,0,7,11,5
redacted,redacted,redacted,914016,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 03:17:16 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,50,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He left when he graduated from high school (or GED),0,She left school before she graduated from high school,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,200,1,14,1,No,0,7,11,5
redacted,redacted,redacted,843368,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 03:10:47 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,95,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,Hispanic or Latino,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I don't know if I qualify for a Pell Grant,0,90,1,28,1,No,0,6,12,5
redacted,redacted,redacted,172263,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 02:38:52 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,South Asian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,180,1,40,1,No,0,4,14,5
redacted,redacted,redacted,710489,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 02:35:14 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Man,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,He left when he graduated from high school (or GED),0,"She attended some college, but left before she earned a 4-year degree",0,Single,1,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,30,1,12,1,Yes,0,11,7,5
redacted,redacted,redacted,277425,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 01:29:30 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Hispanic or Latino,0,I don't know,0,She left school when she graduated from high school (or GED),0,Single,1,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,40,1,10,1,No,0,9,9,5
redacted,redacted,redacted,469937,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 01:12:59 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,22,0,Senior - 4th year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,99%,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He left school before he graduated from high school,0,She left school before she graduated from high school,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for some of high school,0,I do not qualify for a Pell Grant,0,180,1,7,1,No,0,4,14,5
redacted,redacted,redacted,794376,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 01:06:38 UTC,1,,0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,100,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a graduate degree (Masters or Ph.D),0,Together,0,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,120,1,3,1,No,0,3,15,5
redacted,redacted,redacted,681486,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 00:59:24 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,30,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,East or South East Asian,0,He left school before he graduated from high school,0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I do not qualify for a Pell Grant,0,75,1,35,1,No,0,5,13,5
redacted,redacted,redacted,575085,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 00:57:38 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Man,0,"Yes, I am an international student",1,English is not my first language,0,20,0,"2 - I am confident reading simple books in English (e.g., children's books)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I don't know if I qualified for a 'free or reduced cost lunch' program,0,I don't know if I qualify for a Pell Grant,0,300,1,25,1,No,0,7,11,5
redacted,redacted,redacted,340708,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 00:57:09 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,40,0,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,300,1,3,1,No,0,5,13,5
redacted,redacted,redacted,980587,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 00:29:18 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,"He attended some college, but left before he earned a 4-year degree",0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,90,1,21,1,No,0,6,12,5
redacted,redacted,redacted,335736,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-02-01 00:27:48 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,21,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is not my first language,0,100,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,Other,0,He left when he graduated from high school (or GED),0,She left school when she graduated from high school (or GED),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,180,1,33,1,Yes,0,7,11,5
redacted,redacted,redacted,190892,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 00:20:36 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,99,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Caucasian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,80,1,25,1,No,0,5,13,5
redacted,redacted,redacted,447538,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-02-01 00:14:55 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,Caucasian,0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,60,1,15,1,No,0,5,13,5
redacted,redacted,redacted,859374,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-01-31 23:52:41 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Freshman - 1st year,0,Man,0,"Yes, I am an international student",1,English is not my first language,0,50,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,East or South East Asian,0,He left when he graduated from high school (or GED),0,"She attended some college, but left before she earned a 4-year degree",0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,100,1,5,1,No,0,7,11,5
redacted,redacted,redacted,139950,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-01-31 23:51:32 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,18,0,Freshman - 1st year,0,Woman,0,"Yes, I am an international student",1,English is my first language,0,90,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"South Asian,Hispanic or Latino",0,He earned a graduate degree (Masters or Ph.D),0,She earned a graduate degree (Masters or Ph.D),0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,240,1,5.5,1,No,0,7,11,5
redacted,redacted,redacted,919451,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-01-31 23:34:29 UTC,1,"I have read this information sheet, and I do not consent to participate in this study. I will earn the extra credit by submitting ‘decline to answer’ on each of the questions.",0,19,0,Sophomore - 2nd year,0,Woman,0,"No, I am not an international student",0,English is my first language,0,100,0,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",0,"East or South East Asian,Hispanic or Latino",0,"He attended some college, but left before he earned a 4-year degree",0,She earned a 4-year degree,0,Together,0,7- Fully supported (e.g All necessities are provided or paid for),0,I qualified for 'free or reduced cost lunch' for all or most of high school,0,I do qualify for a Pell Grant,0,122,1,7,1,No,0,6,12,5
redacted,redacted,redacted,229553,PSC 041 002 WQ 2023,800700,202301-PSC-041-002-40279,2023-01-31 23:29:05 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,20,0,Junior - 3rd year,0,Man,0,"Yes, I am an international student",1,English is not my first language,0,50,0,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",0,East or South East Asian,0,He earned a 4-year degree,0,She earned a 4-year degree,0,Divorced,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,180,1,10,1,No,0,6,12,5
redacted,redacted,redacted,218653,PSC 041 001 WQ 2023,826365,202301-PSC-041-001-40278,2023-01-31 23:27:16 UTC,1,"I have read this information sheet form, I consent to participate in this study.",0,19,0,Sophomore - 2nd year,0,Woman,0,"Yes, I am an international student",1,English is not my first language,0,60,0,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",0,East or South East Asian,0,I don't know,0,She earned a 4-year degree,0,Divorced,0,7- Fully supported (e.g All necessities are provided or paid for),0,I did not qualify for 'free or reduced cost lunch' at all in high school,0,I do not qualify for a Pell Grant,0,60,1,8,1,No,0,5,13,5
