"anon_id","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer","first_gen","exam1","exam2","exam3","exam4","exam5","exam6","prep_p_raw","extra_credit","e_correct","p_p_final","exam_total","final_grade","opt_in"
132340,19,2,"Man",0,1,100,6,3,6,6,"Divorced",6,0,0,300,8,0,0,80.6666666666667,77,76.5,90.6666666666667,72.6666666666667,NA,307.2,15,5,250,79.5,86.125,1
917655,18,1,"Woman",0,1,100,6,2,6,5,"Divorced",7,0,0,225,38,0,0,82.1666666666667,87,90.3333333333333,97.3333333333333,79.6666666666667,76,351.41,15,5,250,87.3,91.975,1
676277,20,3,"Man",0,0,80,6,5,5,6,"Together",3,3,1,30,49,1,0,93.1666666666667,96,88,96.8333333333333,91,NA,255.47,15,5,250,93,96.25,1
411472,20,2,"Woman",0,0,95,4,4,4,3,"Divorced",3,2,2,60,NA,0,1,96,91.3333333333333,79.1666666666667,74.3333333333333,86.8333333333333,86,292,10,0,250,87.8666666666667,91.9,0
903345,19,1,"Woman",0,0,85,6,4,3,3,"Together",1,2,1,200,20,0,1,75.5,69,63.1666666666667,77.3333333333333,69.5,66,308.71,10,0,250,71.4666666666667,79.6,0
448698,18,1,"Woman",0,0,100,6,4,3,4,"Together",3,2,1,110,8.2,0,1,67,68.6666666666667,79,73.6666666666667,62,72,357.26,10,0,250,72.0666666666667,80.05,0
883903,20,3,"Man",0,0,100,6,1,4,4,"Separated",2,2,1,5,40,1,1,86.6666666666667,77.5,89.3333333333333,87.5,95.6666666666667,80,267.76,14.9,4.9,250,87.8333333333333,92.365,1
693045,19,2,"Woman",0,1,100,6,9,6,NA,"Together",6,2,0,30,12,0,0,72,76,76.5,79.6666666666667,77.3333333333333,NA,354,10,0,250,76.3,83.225,0
819135,20,3,"Woman",0,1,95,6,3,4,4,"Together",6,0,1,60,15,0,1,90.6666666666667,99.1666666666667,87.5,95,97,NA,353.67,15,5,250,93.8666666666667,96.9,1
583798,18,1,"Woman",0,0,90,6,4,3,3,"Separated",3,2,1,NA,22,0,1,68.3333333333333,76.1666666666667,84,69.8333333333333,78.1666666666667,78,344.89,10,0,250,77.2333333333333,83.925,0
162187,21,3,"Woman",0,1,100,6,9,5,5,"Together",7,0,0,120,25,0,0,81.8333333333333,77.1666666666667,80.1666666666667,83.3333333333333,NA,82,281.58,15,5,250,80.9,87.175,1
690064,19,2,"Woman",0,1,100,5,2,1,3,"Divorced",1,2,1,4,3,0,1,25.6666666666667,41.8333333333333,59.8333333333333,47.6666666666667,37.1666666666667,46,273.29,14.8,4.8,250,46.5,61.355,1
187418,19,2,"Man",0,0,100,5,2,3,3,"Together",3,2,1,100,30.3,0,1,94.1666666666667,85.5,82.8333333333333,90.6666666666667,78.3333333333333,NA,252.28,10,0,250,86.3,90.725,0
802566,18,1,"Woman",1,1,100,6,3,5,NA,"Together",7,0,0,30,6,0,0,61.5,50,76,64,79.3333333333333,84,294.23,10,0,250,72.9666666666667,80.725,0
518197,19,2,"Man",0,1,100,6,2,4,5,"Together",6,0,2,60,14,0,1,82.6666666666667,86,99,85.3333333333333,87.5,NA,349.81,15,5,250,88.1,92.575,1
635780,20,2,"Man",1,0,50,3,3,5,6,"Together",6,3,2,200,12,0,0,52.3333333333333,70.3333333333333,63.3333333333333,71.5,61,50,307.13,15,5,250,63.7,74.275,1
189428,22,3,"Woman",0,1,98,5,3,4,5,"Together",6,1,0,60,19,1,1,86.3333333333333,88.3333333333333,87.1666666666667,95.6666666666667,98,NA,377.34,14.9,4.9,250,91.1,94.815,1
627572,19,2,"Woman",0,1,95,NA,2,2,6,"Together",6,0,2,180,15,0,1,60,75.5,88,70,68,68,290.64,14.8,4.8,250,73.9,81.905,1
868406,22,3,"Woman",0,0,100,6,4,4,4,"Together",7,3,2,300,12,1,1,73.6666666666667,86.6666666666667,79.5,74.1666666666667,76,NA,365.83,10,0,250,78,84.5,0
124704,22,4,"Man",0,1,95,6,3,2,NA,"Together",4,2,1,120,20,0,1,59.3333333333333,81.1666666666667,84.6666666666667,64.3333333333333,81.1666666666667,NA,302.82,10,0,250,74.1333333333333,81.6,0
743784,18,1,"Woman",0,1,85,6,2,5,6,"Together",6,0,0,60,25,0,0,96.1666666666667,95.3333333333333,92.6666666666667,97.6666666666667,98.3333333333333,NA,357.85,15,5,250,96.0333333333333,98.525,1
177840,20,3,"Man",0,1,100,6,3,NA,NA,"Separated",2,2,1,60,15,0,NA,92.6666666666667,93.1666666666667,81.8333333333333,86.5,96.6666666666667,NA,312.63,14.8,4.8,250,90.1666666666667,94.105,1
935965,19,2,"Woman",0,0,95,6,3,NA,NA,"Divorced",7,2,1,120,25,0,NA,74.3333333333333,73.8333333333333,84.6666666666667,63.6666666666667,84.3333333333333,74,346.14,10,0,250,78.2333333333333,84.675,0
141625,18,1,"Woman",0,1,100,6,2,6,6,"Together",6,0,2,90,3,0,0,79.3333333333333,88.6666666666667,79.3333333333333,74.1666666666667,75.3333333333333,82,353.5,10,0,250,80.9333333333333,86.7,0
850664,20,3,"Man",0,1,90,6,2,6,5,"Together",6,0,0,180,20,1,0,52.3333333333333,63,65.5,61.6666666666667,63.6666666666667,52,368.37,15,5,250,61.2333333333333,72.425,1
868090,21,3,"Woman",0,1,100,6,3,5,NA,"Divorced",7,0,2,60,8,0,0,78.8333333333333,71,58.3333333333333,69.3333333333333,62.8333333333333,NA,255.76,10,0,250,68.0666666666667,77.05,0
362052,20,3,"Woman",0,1,95,6,3,6,5,"Divorced",7,0,2,300,40,0,0,63.8333333333333,63.8333333333333,78,75.5,80,NA,394,10,0,250,72.2333333333333,80.175,0
128016,20,2,"Man",0,1,90,6,2,5,6,"Together",6,0,0,90,5,0,0,58.8333333333333,68.8333333333333,75.1666666666667,36.3333333333333,65,68,263.86,14.75,4.75,250,67.1666666666667,76.85,1
879263,21,3,"Woman",0,0,85,5,3,5,5,"Together",6,2,0,80,2,1,0,73,88.5,86.8333333333333,88.6666666666667,79.5,84,360.82,10,0,250,85.5,90.125,0
100124,19,2,"Woman",1,0,70,5,3,5,5,"Together",7,0,0,180,13.3,0,0,66.3333333333333,73.1666666666667,56.8333333333333,56,69.5,58,354.4,10,0,250,64.7666666666667,74.575,0
259122,22,3,"Woman",0,0,100,5,4,3,NA,"Together",6,2,1,300,10,0,1,79.8333333333333,64.8333333333333,89.6666666666667,78.3333333333333,76.6666666666667,NA,255.08,10,0,250,77.8666666666667,84.4,0
868195,18,1,"Woman",0,1,100,6,3,6,6,"Together",7,0,0,60,2500,0,0,95.6666666666667,95.8333333333333,97.1666666666667,98.5,97,NA,354.64,15,5,250,96.8333333333333,99.125,1
761526,20,3,"Woman",0,0,95,6,4,NA,3,"Separated",1,2,0,120,20,0,1,72.3333333333333,81.8333333333333,87.8333333333333,80.6666666666667,84,72,345.42,10,0,250,81.3333333333333,87,0
364560,21,3,"Woman",0,0,100,5,4,4,NA,"Divorced",3,2,1,240,15,0,1,74,84.3333333333333,87.6666666666667,82.6666666666667,87.6666666666667,NA,375.86,10,0,250,83.2666666666667,88.45,0
882657,20,2,"Man",0,1,95,5,2,5,5,"Divorced",6,3,1,120,4.5,0,0,69,64.6666666666667,80.3333333333333,71,63.6666666666667,48,257.65,10,0,250,69.7333333333333,78.3,0
711460,18,1,"Woman",1,0,15,4,3,6,5,"Together",7,0,0,150,49,0,0,96,84.5,79.3333333333333,84.8333333333333,81,72,342,10,0,250,85.1333333333333,89.85,0
721359,19,2,"Woman",0,0,80,6,9,5,5,NA,6,1,2,120,35,0,0,80,96.8333333333333,86,93.6666666666667,89.6666666666667,NA,299.74,10,0,250,89.2333333333333,92.925,0
483406,19,2,"Woman",0,0,100,6,2,2,NA,"Together",2,2,1,NA,35,0,1,77.3333333333333,92.8333333333333,71.5,69.5,77,NA,403.5,10,0,250,77.6333333333333,84.225,0
375253,20,2,"Woman",1,0,50,3,3,2,3,"Together",7,0,0,300,7,0,1,71.1666666666667,72.3333333333333,80.6666666666667,84.6666666666667,NA,NA,272.55,10,0,250,61.7666666666667,72.325,0
951938,21,3,"Woman",0,1,90,6,2,6,4,"Together",7,0,0,240,20,0,1,86.6666666666667,86.6666666666667,90.8333333333333,87.3333333333333,89.1666666666667,NA,262.6,10,0,250,88.1333333333333,92.1,0
907662,20,2,"Woman",0,0,80,6,3,4,NA,"Together",2,2,1,2,5,0,1,57,67.3333333333333,69.1666666666667,56.3333333333333,77.6666666666667,40,373.5,10,0,250,65.5,75.125,0
829820,18,1,"Man",0,1,80,5,3,5,5,"Together",6,0,2,100,4,0,0,94.6666666666667,86,93.6666666666667,95.3333333333333,92.6666666666667,NA,289.33,15,5,250,92.4666666666667,95.85,1
783300,18,1,"Woman",0,1,100,5,3,2,4,"Together",6,0,0,180,14,0,1,77.6666666666667,88.5,96.1666666666667,92.3333333333333,92.6666666666667,NA,263.9,10,0,250,89.4666666666667,93.1,0
993306,23,5,"Woman",0,0,50,4,4,3,NA,"Together",3,2,1,40,10,0,1,68,61.8333333333333,65,74.3333333333333,72,NA,364.62,15,5,250,68.2333333333333,77.675,1
331418,18,1,"Woman",1,1,90,6,9,6,5,"Together",7,0,0,80,21,0,0,91.1666666666667,90.3333333333333,87.1666666666667,97.6666666666667,89.3333333333333,NA,283.22,10,0,250,91.1333333333333,94.35,0
585527,20,2,"Man",0,1,100,6,2,5,6,"Together",6,0,0,45,15,0,0,89.3333333333333,94.1666666666667,92.5,92.3333333333333,97.6666666666667,NA,385.62,10,0,250,93.2,95.9,0
467652,18,1,"Woman",0,0,100,3,4,3,4,"Together",6,0,1,120,16,0,1,68.6666666666667,78.3333333333333,91.6666666666667,85.3333333333333,92.6666666666667,78,267.46,10,0,250,85.2,89.9,0
398075,19,2,"Woman",0,0,100,6,4,3,NA,"Together",6,2,1,120,8.66,0,1,66,57.6666666666667,72.3333333333333,80.8333333333333,55.6666666666667,62,341.92,10,0,250,67.7666666666667,76.825,0
751500,19,1,"Woman",0,0,99,6,3,2,NA,"Separated",7,3,1,1.83,4,0,1,88.6666666666667,80.6666666666667,88.5,82.3333333333333,76.3333333333333,82,398,15,5,250,84.4333333333333,89.825,1
207486,18,1,"Man",0,1,97,6,2,6,6,"Together",6,0,0,90,10,0,0,95.6666666666667,92.1666666666667,95.5,95.6666666666667,82.2533333333333,NA,270.16,10,0,250,92.2506666666667,95.188,0
293634,18,1,"Woman",0,1,95,6,3,4,5,"Together",3,1,0,90,12,0,1,70.8333333333333,80.6666666666667,74.1666666666667,83.6666666666667,81.1666666666667,64,335.2,10,0,250,78.1,84.575,0
338073,18,1,"Woman",0,1,95,6,3,4,3,"Together",6,2,1,114,10.2,0,1,65.8333333333333,63.3333333333333,67,80.3333333333333,78.6666666666667,70,368.9,15,5,250,72.3666666666667,80.775,1
266622,24,5,"Woman",0,0,100,6,4,3,3,"Together",4,2,1,200,5,1,1,77.3333333333333,87.3333333333333,92.3333333333333,72.6666666666667,84.6666666666667,78,308.83,10,0,250,83.9333333333333,88.95,0
533181,42,3,"Woman",0,0,50,0,5,6,3,"Together",1,3,1,60,10,1,1,52,47.8333333333333,55.3333333333333,74,64.3333333333333,NA,336.75,13.7,3.7,250,58.7,70.395,1
126548,20,2,"Woman",0,1,100,6,3,6,5,"Together",7,0,NA,180,21,0,0,76,85.5,83.3333333333333,70.1666666666667,87,58,360.7,10,0,250,80.4,86.3,0
649892,20,2,"Woman",0,1,98,5,2,6,5,"Together",6,0,0,60,7,0,0,76.1666666666667,76.6666666666667,67.5,79.3333333333333,87.6666666666667,76,309.2,15,5,250,79.1666666666667,85.875,1
947959,19,2,"Woman",1,0,50,3,3,4,4,"Together",6,1,2,120,21,0,1,63,65.3333333333333,76,67.6666666666667,70.6666666666667,74,397.69,14.6,4.6,250,70.7333333333333,79.51,1
820889,20,3,"Woman",0,0,90,6,4,NA,NA,"Together",6,2,1,120,1200,0,NA,73.3333333333333,73.1666666666667,80.8333333333333,95.3333333333333,82,NA,276.97,10,0,250,80.9333333333333,86.7,0
353441,19,2,"Woman",0,0,80,6,9,4,NA,"Together",5,2,1,300,40.5,0,1,72.5,83,91.1666666666667,68.6666666666667,74.6666666666667,78,319.7,14.8,4.8,250,79.8666666666667,86.38,1
450272,20,3,"Woman",0,1,100,6,2,5,5,"Together",6,1,2,60,4,0,0,89.8333333333333,91.8333333333333,95,94.5,96,NA,330,15,5,250,93.4333333333333,96.575,1
882737,18,1,"Woman",0,1,99,6,2,3,4,NA,1,2,1,90,1.33,0,1,NA,57,54.8333333333333,74,52.5,62,344.7,14.8,4.8,250,60.0666666666667,71.53,1
652942,19,1,"Woman",0,0,80,6,2,6,5,"Together",7,3,0,90,3,0,0,89,82.6666666666667,87.8333333333333,90,86,76,373.83,14.9,4.9,250,87.1,91.815,1
980127,20,3,"Woman",0,1,100,6,2,3,4,"Together",6,0,0,45,10,0,1,85.6666666666667,78.1666666666667,93.3333333333333,85.5,83.6666666666667,NA,301.47,15,5,250,85.2666666666667,90.45,1
891202,18,1,"Other",0,1,90,6,9,6,5,"Together",7,1,2,60,6,0,0,86,93.5,91.8333333333333,94.6666666666667,93.6666666666667,NA,311.79,14.9,4.9,250,91.9333333333333,95.44,1
978499,19,2,"Woman",0,1,100,6,4,4,6,"Together",6,0,0,180,8,0,1,67.6666666666667,76.6666666666667,78.6666666666667,71,79.6666666666667,64,273.55,10,0,250,74.7333333333333,82.05,0
515838,21,3,"Woman",0,1,95,6,2,2,4,"Together",6,1,1,120,10,0,1,56.6666666666667,59.3333333333333,53.5,83.6666666666667,64.6666666666667,NA,253.36,15,5,250,63.5666666666667,74.175,1
808560,21,3,"Woman",1,1,100,6,3,5,6,"Together",7,0,0,240,60,0,0,68.3333333333333,77.5,85.5,85.3333333333333,78.8333333333333,72,269.63,15,5,250,79.8333333333333,86.375,1
669717,19,2,"Woman",0,1,100,6,3,5,5,"Together",2,1,1,180,35,0,0,91.3333333333333,94.3333333333333,91.3333333333333,95,92,NA,365.75,14.9,4.9,250,92.8,96.09,1
909875,21,3,"Man",0,1,100,6,3,5,5,"Together",6,0,0,45,9,1,0,80.6666666666667,87.5,84,82.8333333333333,85.6666666666667,88,255.49,15,5,250,85.6,90.7,1
644205,20,3,"Woman",0,1,85,5,3,5,NA,"Divorced",7,2,1,240,20,0,0,74.6666666666667,70.8333333333333,71.8333333333333,75.8333333333333,82.6666666666667,82,361.57,14.9,4.9,250,77.4,84.54,1
780541,19,2,"Woman",1,0,10,3,7,6,5,"Together",7,1,2,240,50,0,0,89,95.8333333333333,89.5,86.5,83.6666666666667,NA,355.87,15,5,250,88.9,93.175,1
257545,19,2,"Woman",1,0,50,3,3,NA,NA,"Together",7,1,2,180,180,0,NA,79.1666666666667,74.1666666666667,86.8333333333333,75,74.6666666666667,NA,252.8,10,0,250,77.9666666666667,84.475,0
863048,22,4,"Man",0,1,95,6,2,NA,NA,"Divorced",NA,2,1,60,35,0,NA,86,91.6666666666667,90.8333333333333,68.8333333333333,84.8333333333333,74,267.24,10,0,250,85.4666666666667,90.1,0
127794,21,2,"Woman",1,0,37.5,4,5,5,5,"Together",7,0,0,300,28,0,0,67.6666666666667,76.1666666666667,69.1666666666667,64.6666666666667,80.5,52,281.85,10,0,250,71.6333333333333,79.725,0
972609,18,1,"Woman",0,0,60,6,4,2,NA,"Together",6,2,1,120,40,0,1,33,79.1666666666667,72.3333333333333,77,79,50,413.5,14.8,4.8,250,71.5,80.105,1
878824,19,2,"Woman",0,1,98,6,2,4,4,"Together",7,1,0,60,74,0,1,89.5,72,NA,92.1666666666667,93,90,320.73,14.9,4.9,250,87.3333333333333,91.99,1
166548,19,2,"Woman",1,1,100,6,9,6,6,"Together",6,0,0,120,15,0,0,72,80.5,84.6666666666667,93.5,83,68,346.74,14.9,4.9,250,82.7333333333333,88.54,1
323859,19,2,"Woman",0,1,100,6,2,6,6,"Together",6,0,0,100,28,0,0,81.8333333333333,94.1666666666667,98,91.3333333333333,92.6666666666667,NA,378,15,5,250,91.6,95.2,1
819274,20,2,"Man",0,0,95,6,3,6,5,"Together",7,1,0,200,32,0,0,93.6666666666667,85.6666666666667,86.6666666666667,82.3333333333333,88,86,332.63,15,5,250,88,92.5,1
766313,20,2,"Woman",0,0,99,6,4,3,3,"Divorced",3,2,1,180,10,0,1,53.3333333333333,56.5,80.6666666666667,83.3333333333333,86.3333333333333,64,300.55,14.8,4.8,250,74.1666666666667,82.105,1
936964,18,1,"Woman",0,1,99,6,9,5,5,"Together",7,0,0,30,80.2,0,0,55.3333333333333,82.5,85.3333333333333,77.1666666666667,81.3333333333333,82,409.33,14.3,4.3,250,81.6666666666667,87.68,1
411906,19,2,"Woman",0,1,100,6,3,5,5,"Together",7,1,0,120,50,0,0,82.3333333333333,93,90,89.6666666666667,89.3333333333333,NA,327.92,10,0,250,88.8666666666667,92.65,0
919266,20,2,"Woman",0,1,100,5,4,3,3,"Together",3,2,1,180,30,0,1,74.6666666666667,79.3333333333333,61.1666666666667,63.3333333333333,73,82,353.81,15,5,250,74.4666666666667,82.35,1
776965,19,2,"Woman",0,1,100,6,9,4,NA,"Together",2,2,1,180,20,0,1,62.3333333333333,84.5,89.5,75.3333333333333,NA,NA,256.3,10,0,250,62.3333333333333,72.75,0
478268,19,2,"Woman",1,0,20,3,3,6,6,"Together",7,0,0,200,50,0,0,76.6666666666667,81.3333333333333,83.1666666666667,83.3333333333333,54.6666666666667,NA,273.75,10,0,250,75.8333333333333,82.875,0
289163,20,2,"Woman",1,0,80,4,3,NA,NA,"Together",7,NA,NA,240,14,0,NA,79.1666666666667,80.5,86.1666666666667,82,84.6666666666667,NA,250.53,15,5,250,82.5,88.375,1
282874,19,2,"Woman",1,1,100,6,9,6,5,"Together",7,0,2,75,15,0,0,80.6666666666667,96.6666666666667,93,85.6666666666667,94,NA,324.64,10,0,250,90,93.5,0
266782,18,1,"Woman",0,1,100,6,3,6,5,"Together",7,0,0,120,8.5,0,0,84.3333333333333,88.6666666666667,81.3333333333333,89,92.3333333333333,96,302.11,15,5,250,90.0666666666667,94.05,1
460606,21,4,"Woman",0,1,95,6,6,5,4,"Together",7,0,0,120,8.3,0,1,73.6666666666667,76.1666666666667,72.3333333333333,88.6666666666667,81.6666666666667,NA,256.24,10,0,250,78.5,84.875,0
377090,20,3,"Man",0,0,100,5,3,4,1,"Together",3,2,1,15,7,0,1,88.8333333333333,89.3333333333333,97.8333333333333,94.8333333333333,93,NA,260.61,10,0,250,92.7666666666667,95.575,0
671655,21,3,"Woman",0,1,100,6,2,2,NA,"Together",3,0,0,90,24,1,1,92,81.6666666666667,89,92.5,95,NA,305.88,10,0,250,90.0333333333333,93.525,0
970240,19,2,"Man",0,1,95,6,2,6,6,"Together",7,0,0,180,20,0,0,90.6666666666667,93,85.8333333333333,88.3333333333333,86,NA,251.42,15,5,250,88.7666666666667,93.075,1
802878,18,1,"Woman",0,1,100,5,4,3,3,"Together",3,2,1,120,3,0,1,81,84.6666666666667,78.6666666666667,80.3333333333333,89,88,395.5,15,5,250,84.6,89.95,1
958843,20,3,"Woman",0,1,90,6,2,5,5,"Together",6,1,0,30,12,1,0,69,58.5,61,63.6666666666667,64.6666666666667,NA,387.75,15,5,250,63.3666666666667,74.025,1
348376,19,2,"Woman",0,1,100,6,3,5,5,"Together",6,0,0,120,180,0,0,72.6666666666667,85.3333333333333,83.3333333333333,76.1666666666667,59.1666666666667,NA,251.89,10,0,250,75.3333333333333,82.5,0
776985,19,1,"Woman",1,0,20,3,3,6,6,"Together",7,0,0,300,5,0,0,70.3333333333333,77.1666666666667,82.3333333333333,88,81.6666666666667,78,379.84,10,0,250,81.4333333333333,87.075,0
449769,19,2,"Woman",0,1,95,6,2,6,4,"Divorced",3,0,0,200,12,0,1,64.3333333333333,85.6666666666667,87,87.6666666666667,89.3333333333333,82,276.98,10,0,250,86.3333333333333,90.75,0
191876,21,4,"Woman",0,1,100,6,2,6,6,"Divorced",6,0,0,60,21,0,0,85,97.8333333333333,88.5,96,89,NA,368.71,15,5,250,91.2666666666667,94.95,1
929062,20,2,"Man",0,1,100,6,9,5,6,"Together",7,2,0,180,12,0,0,91.3333333333333,97,95,89.8333333333333,94.6666666666667,NA,256.48,10,0,250,93.5666666666667,96.175,0
946128,20,3,"Woman",0,1,95,6,1,2,4,NA,2,2,1,300,32,0,1,92,76.3333333333333,88,91.3333333333333,89.6666666666667,86,360.23,10,0,250,89.4,93.05,0
637438,19,2,"Woman",0,1,100,6,3,5,6,"Together",7,0,1,120,35,0,0,78.6666666666667,89.3333333333333,93.3333333333333,96.3333333333333,97,NA,337.19,15,5,250,90.9333333333333,94.7,1
780786,20,2,"Woman",0,0,90,6,9,5,5,"Together",7,0,0,180,40,0,0,76.3333333333333,89,NA,95.3333333333333,83,72,339.12,14.8,4.8,250,83.1333333333333,88.83,1
620808,18,1,"Woman",0,1,97,5,3,4,5,"Together",7,0,0,120,14,0,1,86,79.6666666666667,79.8333333333333,90.8333333333333,90.6666666666667,84,252.75,15,5,250,86.2666666666667,91.2,1
570017,18,1,"Woman",0,0,100,6,3,5,6,"Together",7,0,0,100,3.5,0,0,92.8333333333333,91,94.5,95,88.3333333333333,84,406.75,14.9,4.9,250,92.3333333333333,95.74,1
980472,20,3,"Man",0,1,90,6,4,1,1,"Together",5,2,1,50,5,0,1,84.3333333333333,83.8333333333333,85.5,89.3333333333333,88,NA,252,15,5,250,86.2,91.15,1
789281,19,1,"Woman",1,0,90,5,3,5,5,"Together",7,0,2,360,35,0,0,88.6666666666667,82.6666666666667,95.5,97.6666666666667,96,NA,372.2,15,5,250,92.1,95.575,1
862239,21,3,"Woman",0,0,80,4,4,3,3,"Together",5,2,1,5,7.98,0,1,49.3333333333333,70.8333333333333,70.6666666666667,74.6666666666667,71,72,297.15,10,0,250,71.8333333333333,79.875,0
955242,19,2,"Woman",0,0,80,5,4,2,3,"Divorced",4,2,1,90,30.5,0,1,97.6666666666667,95.8333333333333,96,91.6666666666667,89,96,389.83,10,0,250,95.4333333333333,97.575,0
337398,20,2,"Woman",0,1,95,6,2,5,6,"Together",7,1,0,120,10,0,0,90.3333333333333,88.3333333333333,91.7533333333333,95.3333333333333,91,NA,277.5,10,0,250,91.3506666666667,94.513,0
351711,19,2,"Woman",0,1,90,6,3,4,4,"Together",7,3,0,100,28,0,1,78,90,91.1666666666667,94,95.1666666666667,NA,389,15,5,250,89.6666666666667,93.75,1
962814,22,4,"Woman",0,0,97,3,4,3,3,"Together",5,2,2,240,32,1,1,36.3333333333333,42.6666666666667,31.3333333333333,53.6666666666667,51.1666666666667,48,258.16,10,0,250,46.3666666666667,60.775,0
634523,18,1,"Woman",0,0,100,4,4,3,3,"Together",2,2,0,60,26.66,0,1,85.6666666666667,76.3333333333333,71.5,72.3333333333333,71,74,276.15,10,0,250,75.9666666666667,82.975,0
562658,19,2,"Woman",0,0,60,6,4,3,3,"Together",3,2,0,120,18,0,1,68,84.6666666666667,88.3333333333333,NA,71.3333333333333,NA,369.81,10,0,250,62.4666666666667,72.85,0
920816,19,2,"Woman",0,1,98,6,9,5,6,"Together",7,0,0,175,12.5,0,0,75,72.6666666666667,81,NA,63,NA,281.71,10,0,250,58.3333333333333,69.75,0
684227,19,1,"Other",0,1,100,6,2,4,5,"Together",7,NA,NA,360,7,0,1,93.3333333333333,81.6666666666667,87.5,82.8333333333333,84.6666666666667,90,388.71,14,4,250,87.6666666666667,92.15,1
693286,19,1,"Woman",1,0,50,6,3,5,5,"Together",7,NA,2,180,14,0,0,89.6666666666667,95.5,92.5,94.3333333333333,90.3333333333333,NA,273.17,10,0,250,92.4666666666667,95.35,0
482126,19,2,"Woman",0,1,100,6,2,5,5,"Together",5,0,2,60,5,0,0,72,83,79.8333333333333,87.6666666666667,81,84,357.24,14.65,4.65,250,83.1,88.79,1
685171,18,1,"Woman",0,1,80,6,2,5,4,"Together",3,3,0,360,15,0,1,73.8333333333333,41,70.5,48,57.6666666666667,66,385.01,10,0,250,63.2,73.4,0
928498,19,2,"Woman",1,1,90,6,2,6,6,"Together",7,1,0,160,42,0,0,89.3333333333333,69.5,89.6666666666667,76.1666666666667,75.3333333333333,78,260.18,10,0,250,81.7,87.275,0
451623,20,2,"Woman",0,1,97,6,3,5,5,"Divorced",7,0,0,80,11,0,0,80,95.8333333333333,95,82.3333333333333,95.6666666666667,NA,317.61,15,5,250,89.7666666666667,93.825,1
392584,19,2,"Man",0,1,90,5,3,2,4,"Together",4,2,1,60,7,0,1,79.6666666666667,89.1666666666667,84.6666666666667,90.6666666666667,98,NA,349.33,15,5,250,88.4333333333333,92.825,1
736790,20,3,"Woman",0,1,100,6,2,3,4,"Together",2,2,1,120,20,0,1,90,91.5,89.8333333333333,90.6666666666667,90.3333333333333,NA,331.31,10,0,250,90.4666666666667,93.85,0
937053,18,1,"Woman",0,1,100,6,2,5,5,"Together",6,1,1,120,21,0,0,92.3333333333333,92,90,94.3333333333333,98.3333333333333,NA,368.51,10,0,250,93.4,96.05,0
348715,19,1,"Woman",0,0,90,5,3,2,3,"Divorced",2,2,1,60,21,0,1,87.3333333333333,92,89.5,96.3333333333333,86,NA,321.64,10,0,250,90.2333333333333,93.675,0
193776,19,2,"Woman",0,1,100,6,2,5,5,"Together",7,0,0,75,6,0,0,94.6666666666667,97.5,95,98.6666666666667,94.3333333333333,NA,380.93,10,0,250,96.0333333333333,98.025,0
221844,32,3,"Woman",0,1,100,6,2,2,5,"Divorced",2,0,1,60,35,1,1,86,75.3333333333333,80.3333333333333,85.6666666666667,73.5,88,274.31,10,0,250,83.0666666666667,88.3,0
437305,18,1,"Other",0,1,100,6,2,4,4,"Together",7,2,0,180,8,0,1,87.1666666666667,91.1666666666667,94.3333333333333,95.1666666666667,97.6666666666667,NA,383.94,10,0,250,93.1,95.825,0
254596,18,1,"Woman",0,1,95,6,2,5,5,"Together",6,0,0,180,14,0,0,65.6666666666667,69.5,73,39,74.6666666666667,54,367.51,10,0,250,67.3666666666667,76.525,0
768234,21,3,"Man",1,0,95,6,3,5,5,"Single",5,0,2,2,3.3,0,0,80.3333333333333,81.5,87.6666666666667,86,95,80,377.75,15,5,250,86.1,91.075,1
535753,20,3,"Woman",0,0,70,6,2,5,4,"Together",6,0,1,90,8.5,0,1,47.6666666666667,70,76.6666666666667,72.3333333333333,83.5,NA,383.95,15,5,250,70.0333333333333,79.025,1
130380,19,2,"Woman",0,1,95,6,2,6,6,"Together",5,0,2,4,7,0,0,61.3333333333333,61.5,75,52.6666666666667,73.3333333333333,48,338.62,14.9,4.9,250,64.7666666666667,75.065,1
613766,18,1,"Woman",0,0,100,5,9,6,6,"Together",7,0,2,100,5,0,0,84.6666666666667,91.3333333333333,95,94.6666666666667,95.6666666666667,NA,310.43,15,5,250,92.2666666666667,95.7,1
402997,19,2,"Woman",0,0,100,6,4,3,NA,"Divorced",3,2,1,120,8,0,1,98.1666666666667,88.3333333333333,96.6666666666667,93.5,95,NA,382,15,5,250,94.3333333333333,97.25,1
505593,18,1,"Woman",0,1,95,6,5,6,6,"Divorced",7,2,1,230,15,0,0,85.6666666666667,91.8333333333333,79.3333333333333,91.8333333333333,88,NA,287.58,15,5,250,87.3333333333333,92,1
785732,18,1,"Woman",0,0,78,5,4,3,NA,"Divorced",7,2,0,18,15,0,1,65.3333333333333,55,81.3333333333333,74.3333333333333,53,50,374.75,10,0,250,65.8,75.35,0
307053,18,1,"Woman",0,0,85,5,4,3,3,"Together",6,2,1,300,15,0,1,46,53.1666666666667,70.6666666666667,57,59.6666666666667,48,375.25,10,0,250,57.7,69.275,0
